,F1-M,F1-D,F2a-M,F2b-M,F3-M,F4-M,F,A1-D,A1-M,A1.2,A2-M,A,I1-D,I1-M,I2,I3-D,I,R1.1,R1.2,R1.3-D,R1.3-M,R,FAIR
A2-M,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
A,"nan  CI=[nan, nan]","0.43 *** CI=[0.30, 0.54]","nan  CI=[nan, nan]","0.68 *** CI=[0.60, 0.75]","0.21 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.72 *** CI=[0.65, 0.78]","1.00 *** CI=[0.99, 1.00]","nan  CI=[nan, nan]","0.83 *** CI=[0.75, 0.89]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.81 *** CI=[0.72, 0.88]","0.75 *** CI=[0.66, 0.84]","-0.11  CI=[nan, nan]","0.78 *** CI=[0.67, 0.87]","0.07  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.81 *** CI=[0.73, 0.88]","0.76 *** CI=[0.66, 0.84]","0.79 *** CI=[0.72, 0.84]"
I1-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
I1-M,"nan  CI=[nan, nan]","0.41 *** CI=[0.22, 0.57]","nan  CI=[nan, nan]","0.54 *** CI=[0.45, 0.62]","0.16 ** CI=[nan, nan]","nan  CI=[nan, nan]","0.57 *** CI=[0.49, 0.64]","0.77 *** CI=[0.68, 0.85]","nan  CI=[nan, nan]","0.93 *** CI=[0.86, 0.99]","nan  CI=[nan, nan]","0.81 *** CI=[0.72, 0.88]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.93 *** CI=[0.86, 0.98]","0.02  CI=[nan, nan]","0.99 *** CI=[0.96, 1.00]","0.05  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.92 *** CI=[0.86, 0.97]","0.68 *** CI=[0.60, 0.75]"
I2,"nan  CI=[nan, nan]","0.29 *** CI=[0.08, 0.47]","nan  CI=[nan, nan]","0.52 *** CI=[0.43, 0.60]","0.18 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.52 *** CI=[0.43, 0.60]","0.71 *** CI=[0.62, 0.81]","nan  CI=[nan, nan]","0.91 *** CI=[0.83, 0.97]","nan  CI=[nan, nan]","0.75 *** CI=[0.66, 0.84]","nan  CI=[nan, nan]","0.93 *** CI=[0.86, 0.98]","1.00 *** CI=[1.00, 1.00]","0.02  CI=[nan, nan]","0.93 *** CI=[0.87, 0.98]","0.05  CI=[0.03, 0.07]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.93 *** CI=[0.86, 0.98]","0.85 *** CI=[0.77, 0.92]","0.63 *** CI=[0.55, 0.70]"
I3-D,"nan  CI=[nan, nan]","0.01  CI=[nan, nan]","nan  CI=[nan, nan]","0.03  CI=[nan, nan]","0.01  CI=[nan, nan]","nan  CI=[nan, nan]","0.03  CI=[nan, nan]","-0.12 * CI=[nan, nan]","nan  CI=[nan, nan]","0.02  CI=[nan, nan]","nan  CI=[nan, nan]","-0.11  CI=[nan, nan]","nan  CI=[nan, nan]","0.02  CI=[nan, nan]","0.02  CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.17 ** CI=[nan, nan]","-0.01  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.02  CI=[nan, nan]","0.01  CI=[nan, nan]","0.03  CI=[nan, nan]"
I,"nan  CI=[nan, nan]","0.41 *** CI=[0.24, 0.55]","nan  CI=[nan, nan]","0.54 *** CI=[0.45, 0.62]","0.17 ** CI=[nan, nan]","nan  CI=[nan, nan]","0.56 *** CI=[0.48, 0.65]","0.74 *** CI=[0.62, 0.84]","nan  CI=[nan, nan]","0.92 *** CI=[0.84, 0.97]","nan  CI=[nan, nan]","0.78 *** CI=[0.67, 0.87]","nan  CI=[nan, nan]","0.99 *** CI=[0.96, 1.00]","0.93 *** CI=[0.87, 0.98]","0.17 ** CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.05  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.99 *** CI=[0.96, 1.00]","0.91 *** CI=[0.85, 0.96]","0.67 *** CI=[0.58, 0.74]"
R1.1,"nan  CI=[nan, nan]","0.03  CI=[0.02, 0.04]","nan  CI=[nan, nan]","0.27 *** CI=[nan, nan]","0.01  CI=[nan, nan]","nan  CI=[nan, nan]","0.27 *** CI=[nan, nan]","0.07  CI=[0.04, 0.09]","nan  CI=[nan, nan]","0.05  CI=[0.03, 0.07]","nan  CI=[nan, nan]","0.07  CI=[nan, nan]","nan  CI=[nan, nan]","0.05  CI=[nan, nan]","0.05  CI=[0.03, 0.07]","-0.01  CI=[nan, nan]","0.05  CI=[nan, nan]","1.00 *** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.05  CI=[0.03, 0.07]","0.44 *** CI=[0.28, 0.56]","0.32 *** CI=[0.20, 0.42]"
R1.2,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-M,"nan  CI=[nan, nan]","0.41 *** CI=[0.22, 0.55]","nan  CI=[nan, nan]","0.54 *** CI=[0.46, 0.62]","0.16 ** CI=[nan, nan]","nan  CI=[nan, nan]","0.57 *** CI=[0.49, 0.65]","0.77 *** CI=[0.68, 0.86]","nan  CI=[nan, nan]","0.93 *** CI=[0.86, 0.98]","nan  CI=[nan, nan]","0.81 *** CI=[0.73, 0.88]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.93 *** CI=[0.86, 0.98]","0.02  CI=[nan, nan]","0.99 *** CI=[0.96, 1.00]","0.05  CI=[0.03, 0.07]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.92 *** CI=[0.86, 0.97]","0.68 *** CI=[0.60, 0.75]"
R,"nan  CI=[nan, nan]","0.38 *** CI=[0.22, 0.51]","nan  CI=[nan, nan]","0.59 *** CI=[0.50, 0.67]","0.15 ** CI=[nan, nan]","nan  CI=[nan, nan]","0.61 *** CI=[0.54, 0.69]","0.72 *** CI=[0.62, 0.80]","nan  CI=[nan, nan]","0.86 *** CI=[0.77, 0.92]","nan  CI=[nan, nan]","0.76 *** CI=[0.66, 0.84]","nan  CI=[nan, nan]","0.92 *** CI=[0.86, 0.97]","0.85 *** CI=[0.77, 0.92]","0.01  CI=[nan, nan]","0.91 *** CI=[0.85, 0.96]","0.44 *** CI=[0.28, 0.56]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.92 *** CI=[0.86, 0.97]","1.00 *** CI=[1.00, 1.00]","0.74 *** CI=[0.66, 0.80]"
FAIR,"nan  CI=[nan, nan]","0.36 *** CI=[0.24, 0.45]","nan  CI=[nan, nan]","0.95 *** CI=[0.92, 0.98]","0.18 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.97 *** CI=[0.96, 0.99]","0.78 *** CI=[0.72, 0.84]","nan  CI=[nan, nan]","0.67 *** CI=[0.59, 0.74]","nan  CI=[nan, nan]","0.79 *** CI=[0.72, 0.84]","nan  CI=[nan, nan]","0.68 *** CI=[0.60, 0.75]","0.63 *** CI=[0.55, 0.70]","0.03  CI=[nan, nan]","0.67 *** CI=[0.58, 0.74]","0.32 *** CI=[0.20, 0.42]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.68 *** CI=[0.60, 0.75]","0.74 *** CI=[0.66, 0.80]","1.00 *** CI=[1.00, 1.00]"
