KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
bpr,BPR ? Bibliography of the Italian Parliament and electoral studies,http://dati.camera.it/sparql,"['http://dati.camera.it/ocd/dump/bpr-files.rdf.zip', 'http://dati.camera.it/ocd/dump/Authors.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-17.rdf.zip', 'http://dati.camera.it/ocd/dump/governo.rdf.zip', 'http://dati.camera.it/ocd/dump/legislatura.rdf.zip', 'http://dati.camera.it/ocd/dump/luogo.rdf.zip', 'http://dati.camera.it/ocd/dump/mandatoSenato.rdf.zip', 'http://dati.camera.it/ocd/dump/membroGoverno.rdf.zip', 'http://dati.camera.it/ocd/dump/natura.rdf.zip', 'http://dati.camera.it/ocd/dump/organoGoverno.rdf.zip', 'http://dati.camera.it/ocd/dump/persona.rdf.zip', 'http://dati.camera.it/ocd/dump/senatore.rdf.zip', 'http://dati.camera.it/ocd/dump/sistemaElettorale.rdf.zip', 'http://dati.camera.it/ocd/dump/bpr-skos.rdf.zip', 'https://www.camera.it/temiap/d/leg17/ac0270', 'http://dati.camera.it/ocd/dump/Articoli.rdf.zip', 'http://dati.camera.it/ocd/dump/Books.rdf.zip', 'http://dati.camera.it/ocd/dump/Periodicals.rdf.zip', 'http://dati.camera.it/ocd/dump/Spogli.rdf.zip', 'http://dati.camera.it/ocd/dump/aic-10.rdf.zip', 'http://dati.camera.it/ocd/dump/aic-11.rdf.zip', 'http://dati.camera.it/ocd/dump/aic-12.rdf.zip', 'http://dati.camera.it/ocd/dump/aic-13.rdf.zip', 'http://dati.camera.it/ocd/dump/aic-14.rdf.zip', 'http://dati.camera.it/ocd/dump/aic-15.rdf.zip', 'http://dati.camera.it/ocd/dump/aic-16.rdf.zip', 'http://dati.camera.it/ocd/dump/aic-17.rdf.zip', 'http://dati.camera.it/ocd/dump/aic-18.rdf.zip', 'http://dati.camera.it/ocd/dump/aic-19.rdf.zip', 'http://dati.camera.it/ocd/dump/allegatoDiscussione-19.rdf.zip', 'http://dati.camera.it/ocd/dump/assegnazione-19.rdf.zip', 'http://dati.camera.it/ocd/dump/assegnazione.rdf.zip', 'http://dati.camera.it/ocd/dump/assemblea-19.rdf.zip', 'http://dati.camera.it/ocd/dump/assemblea.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-01.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-02.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-03.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-04.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-05.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-06.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-07.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-08.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-09.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-10.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-11.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-12.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-13.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-14.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-15.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-16.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-18.rdf.zip', 'http://dati.camera.it/ocd/dump/atto-19.rdf.zip', 'http://dati.camera.it/ocd/dump/atto.rdf.zip', 'http://dati.camera.it/ocd/dump/bollettino-19.rdf.zip', 'http://dati.camera.it/ocd/dump/bollettino.rdf.zip', 'http://dati.camera.it/ocd/dump/componenteGruppoMisto-19.rdf.zip', 'http://dati.camera.it/ocd/dump/componenteGruppoMisto.rdf.zip', 'http://dati.camera.it/ocd/dump/cronologia.rdf.zip', 'http://dati.camera.it/ocd/dump/deputato-19.rdf.zip', 'http://dati.camera.it/ocd/dump/deputato.rdf.zip', 'http://dati.camera.it/ocd/dump/dibattito-19.rdf.zip', 'http://dati.camera.it/ocd/dump/dibattito.rdf.zip', 'http://dati.camera.it/ocd/dump/doc-19.rdf.zip', 'http://dati.camera.it/ocd/dump/doc.rdf.zip', 'http://dati.camera.it/ocd/dump/elezione-19.rdf.zip', 'http://dati.camera.it/ocd/dump/elezione.rdf.zip', 'http://dati.camera.it/ocd/dump/gruppoParlamentare-19.rdf.zip', 'http://dati.camera.it/ocd/dump/gruppoParlamentare.rdf.zip', 'http://dati.camera.it/ocd/dump/incarico-19.rdf.zip', 'http://dati.camera.it/ocd/dump/incarico.rdf.zip', 'http://dati.camera.it/ocd/dump/intervento-19.rdf.zip', 'http://dati.camera.it/ocd/dump/intervento.rdf.zip', 'http://dati.camera.it/ocd/dump/legge-19.rdf.zip', 'http://dati.camera.it/ocd/dump/legge.rdf.zip', 'http://dati.camera.it/ocd/dump/mandatoCamera-19.rdf.zip', 'http://dati.camera.it/ocd/dump/mandatoCamera.rdf.zip', 'http://dati.camera.it/ocd/dump/organo-19.rdf.zip', 'http://dati.camera.it/ocd/dump/organo.rdf.zip', 'http://dati.camera.it/ocd/dump/parere-19.rdf.zip', 'http://dati.camera.it/ocd/dump/parere.rdf.zip', 'http://dati.camera.it/ocd/dump/presidenteCamera.rdf.zip', 'http://dati.camera.it/ocd/dump/presidenteConsiglioMinistri.rdf.zip', 'http://dati.camera.it/ocd/dump/presidenteRepubblica.rdf.zip', 'http://dati.camera.it/ocd/dump/relatore-19.rdf.zip', 'http://dati.camera.it/ocd/dump/relatore.rdf.zip', 'http://dati.camera.it/ocd/dump/seduta-19.rdf.zip', 'http://dati.camera.it/ocd/dump/seduta.rdf.zip', 'http://dati.camera.it/ocd/dump/statoIter-19.rdf.zip', 'http://dati.camera.it/ocd/dump/statoIter.rdf.zip', 'http://dati.camera.it/ocd/dump/trasmissione-19.rdf.zip', 'http://dati.camera.it/ocd/dump/trasmissione.rdf.zip', 'http://dati.camera.it/ocd/dump/ufficioParlamentare-19.rdf.zip', 'http://dati.camera.it/ocd/dump/ufficioParlamentare.rdf.zip', 'http://dati.camera.it/ocd/dump/versioneTestoAtto-19.rdf.zip', 'http://dati.camera.it/ocd/dump/versioneTestoAtto.rdf.zip', 'http://dati.camera.it/ocd/dump/votazione-19.rdf.zip', 'http://dati.camera.it/ocd/dump/votazione.rdf.zip', 'http://dati.camera.it/ocd/dump/voto13.rdf.zip', 'http://dati.camera.it/ocd/dump/voto14.rdf.zip', 'http://dati.camera.it/ocd/dump/voto15.rdf.zip', 'http://dati.camera.it/ocd/dump/voto16.rdf.zip', 'http://dati.camera.it/ocd/dump/voto17.rdf.zip', 'https://dati.camera.it/ocd/dump/ac3-2006A.csv.zip', 'https://dati.camera.it/ocd/dump/ac3-2006B.csv.zip', 'https://dati.camera.it/ocd/dump/ac3-2006C.csv.zip', 'https://dati.camera.it/ocd/dump/ac3-2008A.csv.zip', 'https://dati.camera.it/ocd/dump/ac3-2008B.csv.zip', 'https://dati.camera.it/ocd/dump/ac3-2008C.csv.zip', 'https://dati.camera.it/ocd/dump/ac3-2013A.csv.zip', 'https://dati.camera.it/ocd/dump/ac3-2013B.csv.zip', 'https://dati.camera.it/ocd/dump/ac3-2013C.csv.zip', 'https://dati.camera.it/ocd/dump/ac3-abb-statistiche.rtf', 'https://dati.camera.it/ocd/dump/collegi/11_marche.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/12_lazio.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/13_abruzzo.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/15_campania.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/16_puglia.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/18_calabria.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/19_sicilia.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/1_piemonte.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/20_sardegna.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/3_lombardia.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/4_taa.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/5_veneto.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/6_friuliVG.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/7_liguria.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/8_EmiliaRomagna.csv.zip', 'https://dati.camera.it/ocd/dump/collegi/9_toscana.csv.zip', 'https://dati.camera.it/ocd/dump/silos/PIS10RapportoCSV24052016.zip', 'https://dati.camera.it/ocd/dump/silos/PISRapporto2016CSV08032017.zip', 'https://dati.camera.it/ocd/dump/silos/PISRapportoCSV2018.zip', 'https://dati.camera.it/ocd/dump/silos/PISRapportoCSV2019.zip', 'https://dati.camera.it/ocd/dump/silos/PISRapportoCSV2020.zip', 'https://dati.camera.it/ocd/dump/silos/PISRapportoCSV2021.zip', 'https://dati.camera.it/ocd/dump/silos/PISRapportoCSV2022.zip', 'https://dati.camera.it/ocd/dump/silos/silos.csv.zip', 'https://dati.camera.it/ocd/dump/silos/silos.txt', 'https://dati.camera.it/ocd/dump/silos/silos2016.txt', 'https://dati.camera.it/ocd/dump/silos/silos2017.txt', 'https://dati.camera.it/ocd/dump/silos/silos2019.txt', 'https://dati.camera.it/ocd/dump/silos/silos2020.txt', 'https://dati.camera.it/ocd/dump/silos/silos2021.txt', 'https://dati.camera.it/ocd/dump/silos/silos2022.txt', 'https://dati.camera.it/ocd/dump/silos/silosIX.csv.zip', 'https://dati.camera.it/ocd/dump/silos/silosIX.txt']",False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
BVMC,Biblioteca Virtual Miguel de Cervantes,http://data.cervantesvirtual.com/sparql,[],False,1,0.9842,1,0.56,0,1,0.76,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.51
calames,Calames,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ciard-ring,ciard-ring,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.06
colinda,COLINDA - Conference Linked Data,http://colinda.org/endpoint.php,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
comsode-d3-2,Requirements on the COMSODE project based on selected datasets,http://linked.opendata.cz/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
data-bnf-fr,data.bnf.fr - Bibliothèque nationale de France,http://data.bnf.fr/sparql,[],False,1,0.9956,1,0.44,0,1,0.74,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,0,1,1,0,0.5,2.74
data-open-ac-uk,"data.open.ac.uk, Linked Data from the Open University",http://data.open.ac.uk/query,[],False,1,0.0,1,0.67,0,1,0.61,0.5,1,0.0,1,0.62,1,1,0.0,1,0.75,1,1,1,1,1.0,2.98
data-persee-fr,Persée in RDF,https://data.persee.fr/sparql,[],False,1,0.9998,1,0.56,0,1,0.76,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.51
data-szepmuveszeti-hu,data-szepmuveszeti-hu,http://data.szepmuveszeti.hu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
datahub,datahub,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
datos-artium-org,datos-artium-org,http://datos.artium.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
datos-bne-es,datos.bne.es,http://datos.bne.es/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.84
dcs-sheffield,data.dcs,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
deutsche-biographie,Deutsche Biographie,http://ndb.publink.lod2.eu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
deutsche-nationalbibliografie-dnb,Deutsche Nationalbibliografie (DNB),,"['https://data.dnb.de/opendata/dnb-all_lds.rdf.gz', 'https://data.dnb.de/opendata/dnb-all_lds.ttl.gz', 'https://data.dnb.de/opendata/dnb-all_lds.jsonld.gz', 'https://data.dnb.de/opendata/dnb-all_lds.nt.gz', 'https://data.dnb.de/opendata/dnb-all_lds.hdt.gz']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
dev8d,dev8d,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.06
dm2e,DM2E,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
doi,CrossRef DOI Resolver,,['http://www.crossref.org/titleList/'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
dutch-ships-and-sailors,Dutch Ships and Sailors,http://semanticweb.cs.vu.nl/dss/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
dws-group,DWS-Group,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
ecs,"School of Electronics and Computer Science, University of Southampton",,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
eprints-harvest-rkbexplorer,ePrints Harvest (RKBExplorer),http://foreign.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
eur-lex-rdf,EUR-Lex as Linked Data,http://eur-lex.publicdata.eu/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,0,1,1,0,0.5,2.21
europeana-lod-v1,Europeana Linked Open Data V1.0,,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,1,0.79,1,0.95,1,1,1,1,1.0,3.06
freeyork-org,Freeyork,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
fu-berlin-project-gutenberg,Project Gutenberg in RDF (FU Berlin),http://www4.wiwiss.fu-berlin.de/gutendata/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
geospatialworld-net,Geospatial World ,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
german-labor-law-thesaurus,German labor law thesaurus,http://vocabulary.wolterskluwer.de/PoolParty/sparql/arbeitsrecht,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
gesis-thesoz,TheSoz Thesaurus for the Social Sciences (GESIS),http://lod.gesis.org/thesoz/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
gutenberg,Project Gutenberg,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
hebis-bibliographic-resources,HeBIS - Bibliographic Resources of the Library Union Catalogues of Hessen and parts of the Rhineland Palatinate,http://lod.hebis.de/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
hungarian-national-library-catalog,Hungarian National Library (NSZL) catalog,http://setaria.oszk.hu/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
idreffr,IdRef: Sudoc authority data,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
isil-dbpedia,ISIL->DBpedia,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ISSN:0080-3626,Pierwszy polski podręcznik bibliotekarski,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
italian-public-schools-linkedopendata-it,Italian public schools (LinkedOpenData.it),http://sparql.linkedopendata.it/scuole,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
jita,JITA Classification System of Library and Information Science,http://202.73.13.50:55824/catalogs/performance/repositories/jita,[],False,1,0.0,1,0.78,0,1,0.63,0.0,1,0.0,1,0.5,1,1,1.0,1,1.0,1,1,1,1,1.0,3.13
jp-textbook,Japanese Textbook LOD,,"['https://w3id.org/jp-textbook/all-20170611.ttl', 'https://jp-textbook.github.io/all-20170707.ttl', 'https://w3id.org/jp-textbook/all-textbook-20221007.ttl.gz', 'https://w3id.org/jp-textbook/all-teachingUnit-20221007.ttl.gz']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
l3s-dblp,DBLP in RDF (L3S),http://dblp.l3s.de/d2r/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
lcsh,Library of Congress Subject Headings,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
libris,LIBRIS,http://libris.kb.se/sparql,[],False,1,0.2,1,0.56,0,1,0.63,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.88
libver,Public Library of Veroia,http://libver.math.auth.gr/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
linkedlccn,LinkedLCCN,http://api.talis.com/stores/rsinger-dev4/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
lista-encabezamientos-materia,Lista de  Encabezamientos de Materia as Linked Open Data,http://id.sgcb.mcu.es/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
lobid-resources,lobid-Bibliographic Resources,http://lobid.org/sparql/,['http://lobid.org/download/dumps/DE-605/enrich/'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.63
makg,Microsoft Academic Knowledge Graph,http://ma-graph.org/sparql,['https://zenodo.org/record/3936556'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.36
mismuseos-gnoss,"Mis Museos, índice semántico de museos, artistas y obras de arte (GNOSS)",,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
morelab,MORElab,http://apps.morelab.deusto.es/labman/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
msc,Mathematics Subject Classification,http://sparql.msc2010.org,[],False,1,0.0,1,0.67,0,1,0.61,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0,0.75,2.48
multimedia-lab,Multimedia Lab,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
ntnusc,NTNU special collections,http://api.talis.com/stores/gunnbib-digitalmanuskripter/sparql,['http://www.ntnu.no/ub/data/ntnusc'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.63
nvd,Norsk inndeling av vitenskapsdisipliner,http://api.talis.com/stores/nvd/services/sparql,[],True,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
oclc-fast,Faceted Application of Subject Terminology,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
open-library,Open Library,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
opendataec,Open Data of Ecuador,http://data.utpl.edu.ec/ecuadorresearch/lod/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
oreilly,oreilly,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.06
periodo,PeriodO Period Gazetteer,,['http://n2t.net/ark:/99152/p0v'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
planetdata-project-wiki,PlanetData Project Wiki,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
princeton-library-findingaids,Princeton Library FindingAids,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
