KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
aegp-spanish-textile-and-clothing-association,"AEGP, Spanish Textile and Clothing Association",,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
aemet,AEMET metereological dataset,http://aemet.linkeddata.es/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
agrinepaldata,AgriNepalData,http://agrinepaldata.com/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
agris,AGRIS,http://202.45.139.84:10035/catalogs/fao/repositories/agris,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
agrovoc,AGROVOC,https://agrovoc.fao.org/sparql,"['https://agrovoc.fao.org/latestAgrovoc/agrovoc_core.nt.zip', 'https://agrovoc.fao.org/latestAgrovoc/agrovoc_lod.nt.zip', 'https://agrovoc.fao.org/latestAgrovoc/agrovoc_core.rdf.zip', 'https://agrovoc.fao.org/latestAgrovoc/agrovoc_lod.nq.zip']",False,1,0.7,1,0.67,0,1,0.73,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.48
AISHE,All India Survey of Higher Education,http://103.102.234.109:3030/dataset.html?tab=query&ds=/aishephd,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
akash, equipment ontology,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
aliada-scanbit-net,aliada-scanbit-net,http://aliada.scanbit.net:8891/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
allie-abbreviation-and-long-form-database-in-life-science,Allie Abbreviation And Long Form Database in Life Science,http://data.allie.dbcls.jp/sparql,[],False,1,0.9924,1,0.78,0,1,0.8,1.0,1,1.0,1,1.0,1,1,0.5,1,0.88,1,1,1,1,1.0,3.68
alpino-rdf,ALPINO RDF Treebank,http://lexinfo.net/corpora/alpino/query.php,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
Altawil,AAT-atawil,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
amsterdam-museum-as-edm-lod,Amsterdam Museum as Linked Open Data in the Europeana Data Model,http://data.dive.beeldengeluid.nl/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
apache,apache,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
apertium-rdf,Apertium RDF,http://linguistic.linkeddata.es/apertium/sparql-editor/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
apertium-rdf-ca-it,Apertium RDF CA-IT,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/5f0bdc5d-a515-4d40-87a4-521606fd2ff8/resource/ad1382ce-9a76-420a-97d6-ee05bbc7aa2d/download/apertium-ca-it_rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconCA', 'http://linguistic.linkeddata.es/id/apertium/lexiconIT', 'http://linguistic.linkeddata.es/id/apertium/tranSetCA-IT']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-en-ca,Apertium RDF EN-CA,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/650cc2a5-ba56-4f7e-b274-77c518c8095a/resource/b14c0fd7-af25-4e3d-a2af-d26203009994/download/apertium-en-ca-pol-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconEN', 'http://linguistic.linkeddata.es/id/apertium/lexiconCA', 'http://linguistic.linkeddata.es/id/apertium/tranSetEN-CA']",False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
apertium-rdf-en-es,Apertium RDF EN-ES,http://linguistic.linkeddata.es/sparql/,"['http://linguistic.linkeddata.es/id/apertium/lexiconEN', 'http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/tranSetEN-ES', 'https://old.datahub.io/dataset/47e9d8cc-5da9-4c02-960e-c00abee2b0d9/resource/6fa03351-3311-422d-8fa5-4c9ed4eee13b/download/apertium-en-es-rdf.zip']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-en-gl,Apertium RDF EN-GL,http://linguistic.linkeddata.es/sparql/,"['http://linguistic.linkeddata.es/id/apertium/lexiconEN', 'http://linguistic.linkeddata.es/id/apertium/lexiconGL', 'http://linguistic.linkeddata.es/id/apertium/tranSetEN-GL', 'https://old.datahub.io/dataset/ee4190ea-5f24-4cae-a34d-47386ec41c10/resource/4b7d04c1-0401-4d56-ba5d-50492a8ee99a/download/apertium-en-gl-rdf.zip']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-eo-ca,Apertium RDF EO-CA,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/eceeaaed-8e0b-40cc-9dbd-b823fc1f78d3/resource/2262b20e-4df2-49c6-8ed8-6144847908e4/download/apertium-eo-ca-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconEO', 'http://linguistic.linkeddata.es/id/apertium/lexiconCA', 'http://linguistic.linkeddata.es/id/apertium/tranSetEO-CA']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-eo-en,Apertium RDF EO-EN,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/c6e286f0-ccec-49a4-8331-3580faf41352/resource/8e3287fc-3fe3-43bf-ade8-8fb854695f5d/download/apertium-eo-en-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconEO', 'http://linguistic.linkeddata.es/id/apertium/lexiconEN', 'http://linguistic.linkeddata.es/id/apertium/tranSetEO-EN']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-eo-es,Apertium RDF EO-ES,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/c2bf8480-b8d6-4e93-adf1-e03a13bb65be/resource/23afc40d-faaa-4ba3-9532-c3104a81a38a/download/apertium-eo-es-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconEO', 'http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/tranSetEO-ES']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-eo-fr,Apertium RDF EO-FR,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/aee9967b-cc91-4a44-a2ae-16b3ce7ce118/resource/f88df635-ee47-4a4d-9e44-cf4d92714d5e/download/apertium-eo-fr-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconEO', 'http://linguistic.linkeddata.es/id/apertium/lexiconFR', 'http://linguistic.linkeddata.es/id/apertium/tranSetEO-FR']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-es-an,Apertium RDF ES-AN,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/b1171ccc-b21b-438d-a44a-3ae2b58798ef/resource/ac5b0b3c-212d-4a0e-ab8f-31963378d327/download/apertium-es-an-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/lexiconAN', 'http://linguistic.linkeddata.es/id/apertium/tranSetES-AN']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-es-ast,Apertium RDF ES-AST,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/e5021641-cb3a-494b-a786-3e20ad4368aa/resource/58c27c16-d9e6-4e4f-8cab-23e37c3cc6c7/download/apertium-es-ast-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/lexiconAST', 'http://linguistic.linkeddata.es/id/apertium/tranSetES-AST']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-es-ca,Apertium RDF ES-CA,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/144f420d-7d7a-436a-8522-86c3a2f9d7d1/resource/0e312c8d-4cb8-4027-8da7-b2922ce85563/download/apertium-es-ca-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconCA', 'http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/tranSetES-CA']",False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
apertium-rdf-es-gl,Apertium RDF ES-GL,http://linguistic.linkeddata.es/sparql/,"['http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/lexiconGL', 'http://linguistic.linkeddata.es/id/apertium/tranSetES-GL', 'https://old.datahub.io/dataset/10bc1401-7976-45e0-8271-61a824b249d6/resource/bdd9fb3d-f17f-4080-bb33-82eb9ce3eec5/download/apertium-es-gl-rdf.zip']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-es-pt,Apertium RDF ES-PT,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/f3993833-84dc-4350-93b1-47848c212607/resource/2ce72d58-3edf-4a15-9333-72de48413817/download/apertium-es-pt-pol-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/lexiconPT', 'http://linguistic.linkeddata.es/id/apertium/tranSetES-PT']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-es-ro,Apertium RDF ES-RO,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/f4557027-fb3d-4768-aa6f-2fdf5de444ce/resource/3ec1d08d-5abe-4bd6-a5c5-5fd81a5cad9f/download/apertium-es-ro-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/lexiconRO', 'http://linguistic.linkeddata.es/id/apertium/tranSetES-RO']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-eu-en,Apertium RDF EU-EN,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/1fa9a9f1-34b1-4861-96ec-857aa87ed804/resource/82d17efc-65da-43e3-8195-2eacf437bb70/download/apertium-eu-en-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconEU', 'http://linguistic.linkeddata.es/id/apertium/lexiconEN', 'http://linguistic.linkeddata.es/id/apertium/tranSetEU-EN']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-eu-es,Apertium RDF EU-ES,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/5f839a24-4f60-4057-ae37-1b42dd9246ac/resource/46240a6f-833b-462f-a7f8-eed823cff708/download/apertium-eu-es-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconEU', 'http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/tranSetEU-ES']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-fr-ca,Apertium RDF FR-CA,http://linguistic.linkeddata.es/sparql/,"['http://linguistic.linkeddata.es/id/apertium/lexiconFR', 'http://linguistic.linkeddata.es/id/apertium/lexiconCA', 'http://linguistic.linkeddata.es/id/apertium/tranSetFR-CA', 'https://old.datahub.io/dataset/d1280cda-5c0e-44cc-a8d5-55b53d842fcb/resource/27440db2-8443-46d8-9081-c1cc75da540d/download/apertium-fr-ca-rdf.zip']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-fr-es,Apertium RDF FR-ES,http://linguistic.linkeddata.es/sparql/,"['http://linguistic.linkeddata.es/id/apertium/lexiconFR', 'http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/tranSetFR-ES', 'https://old.datahub.io/dataset/37b85896-f13b-41c4-89ce-b7447fbaf52b/resource/11bb1a4e-c10b-4bd2-b11b-b5abc0668af8/download/apertium-fr-es-pol-rdf.zip']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-oc-ca,Apertium RDF OC-CA,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/0ddd537b-f546-4947-a006-45c03ce6372a/resource/84456cae-bdc7-49bf-854b-36705abd9742/download/apertium-oc-ca-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconOC', 'http://linguistic.linkeddata.es/id/apertium/lexiconCA', 'http://linguistic.linkeddata.es/id/apertium/tranSetOC-CA']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-oc-es,Apertium RDF OC-ES,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/d2efcffe-0eb5-4097-8536-e7a6931c8a72/resource/a7990d85-5c35-45b6-92f2-252546ca63b6/download/apertium-oc-es-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconOC', 'http://linguistic.linkeddata.es/id/apertium/lexiconES', 'http://linguistic.linkeddata.es/id/apertium/tranSetOC-ES']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-pt-ca,Apertium RDF PT-CA,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/1116784f-ba64-4816-9e93-a489d596b472/resource/61006dbe-6ba9-40af-89cb-c272ba1996eb/download/apertium-pt-ca-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconPT', 'http://linguistic.linkeddata.es/id/apertium/lexiconCA', 'http://linguistic.linkeddata.es/id/apertium/tranSetPT-CA']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-pt-gl,Apertium RDF PT-GL,http://linguistic.linkeddata.es/sparql/,"['https://old.datahub.io/dataset/548498fa-36ac-4620-9e6f-025eb8c8963d/resource/73f19d15-13e4-476c-a14d-9ce38de172cd/download/apertium-pt-gl-rdf.zip', 'http://linguistic.linkeddata.es/id/apertium/lexiconPT', 'http://linguistic.linkeddata.es/id/apertium/lexiconGL', 'http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
aragodbpedia,AragoDBPedia,http://opendata.aragon.es/sparql,[],False,1,0.9964,1,0.56,0,1,0.76,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.51
archiveshub-linkeddata,Archives Hub Linked Data,http://data.archiveshub.ac.uk/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
arrayexpress-e-afmx-1,"Transcription profiling of human, chimp and mouse brain",http://purl.org/twc/arrayexpress/virtuoso/sparql,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0,0.5,1.81
arrayexpress_e-mtab-104,Transcription profiling of rat bladder after inoculation with bladder cancer cells,http://purl.org/twc/arrayexpress/virtuoso/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.07
artenuevosmedios-gnoss,Entornos interactivos. Arte en los nuevos medios (GNOSS),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
arthroscopy,Arthroscopy community,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ASCDC-AS-NTUE-School-Art-Textbooks,Archive of the Art Textbooks of Elementary and Public Schools in the Japanese Colonial Period (AS-NTUE-School-Art-Textbooks),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ASCDC-AS-TFD-Fish-Species,Taiwan Fauna Database Research: Taiwan Digital Fish Species Database (AS-TFD-Fish-Species),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ASCDC-CRB,Database of Chinese Rare Books (CRB),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ASCDC-CTS-TV-Programs,The Chinese Television System Educational and Cultural Programs Digital Archive (CTS-TV-Programs),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ASCDC-DQOT,Database of Qing Official Titles (DQOT),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ASCDC-IHP-WCD,Database of the Han Wooden Slips Character Dictionary (WCD),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ASCDC-Linked-Taiwan-Artists,Linked Taiwan Artists (LTA),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ASCDC-NMMBA-Aquatic-Animals-in-Taiwan,Research on the Aquatic Animals in Taiwan and its Neighborhood Area (NMMBA-Aquatic-Animals-in-Taiwan),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ASCDC-NMMBA-Fish-Otoliths,The Digital Collection of Taiwan's Fish Otoliths (NMMBA-Fish-Otoliths),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
ASCDC-Tibetan-Audio-Archive,The Tibetan Collection Audio Archive Research Project (Tibetan Audio Archive),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
asit,Atlante Sintattico d'Italia (ASIt),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
asjp,Automated Similarity Judgment Program lexical data,,['http://cldbstest.eva.mpg.de/asjp/downloads/renderings.ttl.zip'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
asn-us,ASN:US,http://sparql.jesandco.org:8890/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
aspire-mmu,Talis Aspire - Manchester Metropolitan University,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0,0.5,1.81
associations,associations,,['https://w3id.org/associations/eat.nt.gz'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,1,0.0,1,0.75,1,1,1,1,1.0,3.13
athelia-rfid,"Athelia RFID, a global knowledge network of RFID technology",,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
austrian_ski_racers,Alpine Ski Racers of Austria,http://vocabulary.semantic-web.at/PoolParty/sparql/AustrianSkiTeam,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
b3kat,"B3Kat - Library Union Catalogues of Bavaria, Berlin and Brandenburg",http://lod.b3kat.de/sparql,"['http://lod.b3kat.de/download/lod.b3kat.de.part0.ttl.gz', 'http://lod.b3kat.de/download/lod.b3kat.de.part1.ttl.gz', 'http://lod.b3kat.de/download/lod.b3kat.de.part2.ttl.gz', 'http://lod.b3kat.de/download/lod.b3kat.de.part3.ttl.gz', 'http://lod.b3kat.de/download/lod.b3kat.de.part4.ttl.gz', 'http://lod.b3kat.de/download/lod.b3kat.de.part5.ttl.gz']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.36
babelnet,BabelNet,http://babelnet.org/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
Bacevicius.lt,Bacevicius.lt,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
bag,Basisregistratie Adressen en Gebouwen,https://data.pdok.nl/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
baixue,红色经典歌曲,http://baixue.com,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.09
basque-eurowordnet-lemon-lexicon-3-0,Basque EuroWordNet-lemon lexicon (3.0),,['https://github.com/martavillegas/EuroWordNetLemon/blob/master/eus-30-lmf.xml.ttl'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
bbc-music,BBC Music,http://api.talis.com/stores/bbc-backstage/services/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.09
bbc-programmes,BBC Programmes,http://api.talis.com/stores/bbc-backstage/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
bbc-wildlife-finder,BBC Wildlife Finder,http://api.talis.com/stores/bbc-wildlife/services/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
