,F1-M,F1-D,F2a-M,F2b-M,F3-M,F4-M,F,A1-D,A1-M,A1.2,A2-M,A,I1-D,I1-M,I2,I3-D,I,R1.1,R1.2,R1.3-D,R1.3-M,R,FAIR
A2-M,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
A,"nan  CI=[nan, nan]","0.56 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.48 *** CI=[0.27, 0.64]","0.20  CI=[nan, nan]","nan  CI=[nan, nan]","0.65 *** CI=[0.47, 0.79]","0.99 *** CI=[0.98, 1.00]","nan  CI=[nan, nan]","0.80 *** CI=[0.65, 0.91]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.62 *** CI=[0.38, 0.82]","0.46 *** CI=[nan, nan]","0.20  CI=[0.01, 0.36]","0.55 *** CI=[0.30, 0.73]","0.19  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.62 *** CI=[0.38, 0.81]","0.61 *** CI=[0.39, 0.78]","0.77 *** CI=[0.62, 0.86]"
I1-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
I1-M,"nan  CI=[nan, nan]","0.51 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.29 * CI=[0.07, 0.48]","0.23  CI=[nan, nan]","nan  CI=[nan, nan]","0.48 *** CI=[0.27, 0.65]","0.56 *** CI=[0.32, 0.76]","nan  CI=[nan, nan]","0.82 *** CI=[0.63, 0.96]","nan  CI=[nan, nan]","0.62 *** CI=[0.38, 0.82]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.53 *** CI=[nan, nan]","0.26 * CI=[0.16, 0.35]","0.82 *** CI=[0.70, 0.90]","0.14  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.92 *** CI=[0.81, 0.98]","0.73 *** CI=[0.60, 0.82]"
I2,"nan  CI=[nan, nan]","0.28 * CI=[nan, nan]","nan  CI=[nan, nan]","0.39 ** CI=[nan, nan]","-0.04  CI=[nan, nan]","nan  CI=[nan, nan]","0.37 ** CI=[nan, nan]","0.42 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.58 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.46 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.53 *** CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.13  CI=[nan, nan]","0.52 *** CI=[nan, nan]","0.07  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.53 *** CI=[nan, nan]","0.48 *** CI=[nan, nan]","0.45 *** CI=[nan, nan]"
I3-D,"nan  CI=[nan, nan]","0.16  CI=[nan, nan]","nan  CI=[nan, nan]","0.61 *** CI=[0.46, 0.74]","0.06  CI=[nan, nan]","nan  CI=[nan, nan]","0.61 *** CI=[0.45, 0.74]","0.17  CI=[-0.06, 0.37]","nan  CI=[nan, nan]","0.23  CI=[0.15, 0.32]","nan  CI=[nan, nan]","0.20  CI=[0.01, 0.36]","nan  CI=[nan, nan]","0.26 * CI=[0.16, 0.35]","0.13  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.75 *** CI=[0.61, 0.86]","0.21  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.26 * CI=[nan, nan]","0.30 * CI=[0.14, 0.45]","0.62 *** CI=[0.46, 0.74]"
I,"nan  CI=[nan, nan]","0.44 *** CI=[0.22, 0.61]","nan  CI=[nan, nan]","0.58 *** CI=[0.39, 0.74]","0.17  CI=[nan, nan]","nan  CI=[nan, nan]","0.69 *** CI=[0.52, 0.81]","0.49 *** CI=[0.26, 0.70]","nan  CI=[nan, nan]","0.70 *** CI=[0.54, 0.82]","nan  CI=[nan, nan]","0.55 *** CI=[0.30, 0.73]","nan  CI=[nan, nan]","0.82 *** CI=[0.70, 0.90]","0.52 *** CI=[nan, nan]","0.75 *** CI=[0.61, 0.86]","1.00 *** CI=[1.00, 1.00]","0.21  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.82 *** CI=[0.70, 0.90]","0.79 *** CI=[0.63, 0.90]","0.86 *** CI=[0.77, 0.91]"
R1.1,"nan  CI=[nan, nan]","0.09  CI=[nan, nan]","nan  CI=[nan, nan]","0.36 ** CI=[nan, nan]","0.03  CI=[nan, nan]","nan  CI=[nan, nan]","0.36 ** CI=[nan, nan]","0.19  CI=[nan, nan]","nan  CI=[nan, nan]","0.13  CI=[nan, nan]","nan  CI=[nan, nan]","0.19  CI=[nan, nan]","nan  CI=[nan, nan]","0.14  CI=[nan, nan]","0.07  CI=[nan, nan]","0.21  CI=[nan, nan]","0.21  CI=[nan, nan]","1.00 *** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.14  CI=[nan, nan]","0.52 *** CI=[nan, nan]","0.39 ** CI=[nan, nan]"
R1.2,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-M,"nan  CI=[nan, nan]","0.51 *** CI=[0.22, 0.76]","nan  CI=[nan, nan]","0.29 * CI=[0.07, 0.49]","0.23  CI=[nan, nan]","nan  CI=[nan, nan]","0.48 *** CI=[0.28, 0.65]","0.56 *** CI=[0.32, 0.77]","nan  CI=[nan, nan]","0.82 *** CI=[0.63, 0.96]","nan  CI=[nan, nan]","0.62 *** CI=[0.38, 0.81]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.53 *** CI=[nan, nan]","0.26 * CI=[nan, nan]","0.82 *** CI=[0.70, 0.90]","0.14  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.92 *** CI=[0.81, 0.98]","0.73 *** CI=[0.60, 0.82]"
R,"nan  CI=[nan, nan]","0.47 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.40 *** CI=[0.17, 0.59]","0.21  CI=[nan, nan]","nan  CI=[nan, nan]","0.56 *** CI=[0.35, 0.73]","0.56 *** CI=[0.36, 0.73]","nan  CI=[nan, nan]","0.76 *** CI=[0.57, 0.90]","nan  CI=[nan, nan]","0.61 *** CI=[0.39, 0.78]","nan  CI=[nan, nan]","0.92 *** CI=[0.81, 0.98]","0.48 *** CI=[nan, nan]","0.30 * CI=[0.14, 0.45]","0.79 *** CI=[0.63, 0.90]","0.52 *** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.92 *** CI=[0.81, 0.98]","1.00 *** CI=[1.00, 1.00]","0.79 *** CI=[0.68, 0.86]"
FAIR,"nan  CI=[nan, nan]","0.49 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.80 *** CI=[0.65, 0.92]","0.19  CI=[nan, nan]","nan  CI=[nan, nan]","0.89 *** CI=[0.78, 0.96]","0.74 *** CI=[0.58, 0.84]","nan  CI=[nan, nan]","0.70 *** CI=[0.54, 0.80]","nan  CI=[nan, nan]","0.77 *** CI=[0.62, 0.86]","nan  CI=[nan, nan]","0.73 *** CI=[0.60, 0.82]","0.45 *** CI=[nan, nan]","0.62 *** CI=[0.46, 0.74]","0.86 *** CI=[0.77, 0.91]","0.39 ** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.73 *** CI=[0.60, 0.82]","0.79 *** CI=[0.68, 0.86]","1.00 *** CI=[1.00, 1.00]"
