,F1-M,F1-D,F2a-M,F2b-M,F3-M,F4-M,F,A1-D,A1-M,A1.2,A2-M,A,I1-D,I1-M,I2,I3-D,I,R1.1,R1.2,R1.3-D,R1.3-M,R,FAIR
A,"nan  CI=[nan, nan]","0.63 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.49 *** CI=[0.22, 0.73]","0.32 * CI=[nan, nan]","nan  CI=[nan, nan]","0.71 *** CI=[0.51, 0.84]","0.99 *** CI=[0.97, 1.00]","nan  CI=[nan, nan]","0.70 *** CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.45 ** CI=[nan, nan]","0.14  CI=[nan, nan]","0.17  CI=[nan, nan]","0.43 ** CI=[0.11, 0.72]","0.25  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.45 ** CI=[0.02, 0.72]","0.48 ** CI=[0.17, 0.71]","0.80 *** CI=[0.64, 0.93]"
I1-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
I1-M,"nan  CI=[nan, nan]","0.63 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.44 ** CI=[0.22, 0.63]","0.20  CI=[nan, nan]","nan  CI=[nan, nan]","0.53 *** CI=[nan, nan]","0.36 * CI=[nan, nan]","nan  CI=[nan, nan]","0.73 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.45 ** CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.72 *** CI=[nan, nan]","0.10  CI=[nan, nan]","0.90 *** CI=[nan, nan]","0.15  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.84 *** CI=[0.64, 0.96]","0.65 *** CI=[0.45, 0.79]"
I2,"nan  CI=[nan, nan]","0.15  CI=[nan, nan]","nan  CI=[nan, nan]","0.28  CI=[nan, nan]","-0.07  CI=[nan, nan]","nan  CI=[nan, nan]","0.31 * CI=[nan, nan]","0.10  CI=[nan, nan]","nan  CI=[nan, nan]","0.32 * CI=[nan, nan]","nan  CI=[nan, nan]","0.14  CI=[nan, nan]","nan  CI=[nan, nan]","0.72 *** CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.07  CI=[nan, nan]","0.71 *** CI=[nan, nan]","0.11  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.72 *** CI=[nan, nan]","0.61 *** CI=[nan, nan]","0.46 ** CI=[nan, nan]"
I3-D,"nan  CI=[nan, nan]","0.08  CI=[nan, nan]","nan  CI=[nan, nan]","0.36 * CI=[nan, nan]","0.05  CI=[nan, nan]","nan  CI=[nan, nan]","0.36 * CI=[nan, nan]","0.17  CI=[nan, nan]","nan  CI=[nan, nan]","0.09  CI=[nan, nan]","nan  CI=[nan, nan]","0.17  CI=[nan, nan]","nan  CI=[nan, nan]","0.10  CI=[nan, nan]","0.07  CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.51 *** CI=[nan, nan]","0.31 * CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.10  CI=[nan, nan]","0.25  CI=[nan, nan]","0.35 * CI=[nan, nan]"
I,"nan  CI=[nan, nan]","0.55 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.53 *** CI=[0.32, 0.71]","0.17  CI=[nan, nan]","nan  CI=[nan, nan]","0.61 *** CI=[0.37, 0.76]","0.36 * CI=[0.07, 0.62]","nan  CI=[nan, nan]","0.63 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.43 ** CI=[0.11, 0.72]","nan  CI=[nan, nan]","0.90 *** CI=[nan, nan]","0.71 *** CI=[nan, nan]","0.51 *** CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.26  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.90 *** CI=[0.71, 1.00]","0.82 *** CI=[0.58, 0.96]","0.71 *** CI=[0.51, 0.82]"
R1.1,"nan  CI=[nan, nan]","0.12  CI=[nan, nan]","nan  CI=[nan, nan]","0.48 ** CI=[nan, nan]","0.07  CI=[nan, nan]","nan  CI=[nan, nan]","0.48 ** CI=[nan, nan]","0.25  CI=[nan, nan]","nan  CI=[nan, nan]","0.13  CI=[nan, nan]","nan  CI=[nan, nan]","0.25  CI=[nan, nan]","nan  CI=[nan, nan]","0.15  CI=[nan, nan]","0.11  CI=[nan, nan]","0.31 * CI=[nan, nan]","0.26  CI=[nan, nan]","1.00 *** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.15  CI=[nan, nan]","0.66 *** CI=[nan, nan]","0.51 *** CI=[nan, nan]"
R1.2,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-M,"nan  CI=[nan, nan]","0.63 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.44 ** CI=[nan, nan]","0.20  CI=[nan, nan]","nan  CI=[nan, nan]","0.53 *** CI=[0.32, 0.70]","0.36 * CI=[0.03, 0.65]","nan  CI=[nan, nan]","0.73 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.45 ** CI=[0.02, 0.72]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.72 *** CI=[nan, nan]","0.10  CI=[nan, nan]","0.90 *** CI=[0.71, 1.00]","0.15  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.84 *** CI=[0.61, 0.97]","0.65 *** CI=[nan, nan]"
R,"nan  CI=[nan, nan]","0.55 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.60 *** CI=[0.37, 0.77]","0.19  CI=[nan, nan]","nan  CI=[nan, nan]","0.67 *** CI=[0.45, 0.82]","0.41 ** CI=[0.15, 0.62]","nan  CI=[nan, nan]","0.63 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.48 ** CI=[0.17, 0.71]","nan  CI=[nan, nan]","0.84 *** CI=[0.64, 0.96]","0.61 *** CI=[nan, nan]","0.25  CI=[nan, nan]","0.82 *** CI=[0.58, 0.96]","0.66 *** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.84 *** CI=[0.61, 0.97]","1.00 *** CI=[1.00, 1.00]","0.78 *** CI=[0.61, 0.88]"
FAIR,"nan  CI=[nan, nan]","0.55 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.81 *** CI=[0.61, 0.96]","0.30  CI=[nan, nan]","nan  CI=[nan, nan]","0.94 *** CI=[0.86, 0.98]","0.79 *** CI=[0.63, 0.91]","nan  CI=[nan, nan]","0.60 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.80 *** CI=[0.64, 0.93]","nan  CI=[nan, nan]","0.65 *** CI=[0.45, 0.79]","0.46 ** CI=[nan, nan]","0.35 * CI=[nan, nan]","0.71 *** CI=[0.51, 0.82]","0.51 *** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.65 *** CI=[nan, nan]","0.78 *** CI=[0.61, 0.88]","1.00 *** CI=[1.00, 1.00]"
