KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
apertium-rdf-es-pt,Apertium RDF ES-PT,http://linguistic.linkeddata.es/sparql/,['https://old.datahub.io/dataset/f3993833-84dc-4350-93b1-47848c212607/resource/2ce72d58-3edf-4a15-9333-72de48413817/download/apertium-es-pt-pol-rdf.zip'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
apertium-rdf-es-ro,Apertium RDF ES-RO,http://linguistic.linkeddata.es/sparql/,['https://old.datahub.io/dataset/f4557027-fb3d-4768-aa6f-2fdf5de444ce/resource/3ec1d08d-5abe-4bd6-a5c5-5fd81a5cad9f/download/apertium-es-ro-rdf.zip'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
apertium-rdf-eu-en,Apertium RDF EU-EN,http://linguistic.linkeddata.es/sparql/,['https://old.datahub.io/dataset/1fa9a9f1-34b1-4861-96ec-857aa87ed804/resource/82d17efc-65da-43e3-8195-2eacf437bb70/download/apertium-eu-en-rdf.zip'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
apertium-rdf-eu-es,Apertium RDF EU-ES,http://linguistic.linkeddata.es/sparql/,['https://old.datahub.io/dataset/5f839a24-4f60-4057-ae37-1b42dd9246ac/resource/46240a6f-833b-462f-a7f8-eed823cff708/download/apertium-eu-es-rdf.zip'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
apertium-rdf-fr-ca,Apertium RDF FR-CA,http://linguistic.linkeddata.es/sparql/,['https://old.datahub.io/dataset/d1280cda-5c0e-44cc-a8d5-55b53d842fcb/resource/27440db2-8443-46d8-9081-c1cc75da540d/download/apertium-fr-ca-rdf.zip'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-fr-es,Apertium RDF FR-ES,http://linguistic.linkeddata.es/sparql/,['https://old.datahub.io/dataset/37b85896-f13b-41c4-89ce-b7447fbaf52b/resource/11bb1a4e-c10b-4bd2-b11b-b5abc0668af8/download/apertium-fr-es-pol-rdf.zip'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
apertium-rdf-oc-ca,Apertium RDF OC-CA,http://linguistic.linkeddata.es/sparql/,['https://old.datahub.io/dataset/0ddd537b-f546-4947-a006-45c03ce6372a/resource/84456cae-bdc7-49bf-854b-36705abd9742/download/apertium-oc-ca-rdf.zip'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
apertium-rdf-oc-es,Apertium RDF OC-ES,http://linguistic.linkeddata.es/sparql/,['https://old.datahub.io/dataset/d2efcffe-0eb5-4097-8536-e7a6931c8a72/resource/a7990d85-5c35-45b6-92f2-252546ca63b6/download/apertium-oc-es-rdf.zip'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
apertium-rdf-pt-ca,Apertium RDF PT-CA,http://linguistic.linkeddata.es/sparql/,['https://old.datahub.io/dataset/1116784f-ba64-4816-9e93-a489d596b472/resource/61006dbe-6ba9-40af-89cb-c272ba1996eb/download/apertium-pt-ca-rdf.zip'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
apertium-rdf-pt-gl,Apertium RDF PT-GL,http://linguistic.linkeddata.es/sparql/,['https://old.datahub.io/dataset/548498fa-36ac-4620-9e6f-025eb8c8963d/resource/73f19d15-13e4-476c-a14d-9ce38de172cd/download/apertium-pt-gl-rdf.zip'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.32
asit,Atlante Sintattico d'Italia (ASIt),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
asjp,Automated Similarity Judgment Program lexical data,,['http://cldbstest.eva.mpg.de/asjp/downloads/renderings.ttl.zip'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
babelnet,BabelNet,http://babelnet.org/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
basque-eurowordnet-lemon-lexicon-3-0,Basque EuroWordNet-lemon lexicon (3.0),,['https://github.com/martavillegas/EuroWordNetLemon/blob/master/eus-30-lmf.xml.ttl'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
brown-corpus-in-rdf-nif,Brown Corpus in RDF/NIF,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
catalan-eurowordnet-lemon-lexicon-3-0,Catalan EuroWordNet-lemon lexicon (3.0),,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
chat-game-corpus,Chat Game corpus,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
clld-afbo,CLLD-afbo,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
clld-apics,CLLD-APICS,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
clld-ewave,CLLD-EWAVE,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
clld-glottolog,CLLD-GLOTTOLOG,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
clld-phoible,CLLD-PHOIBLE,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
clld-sails,CLLD-SAILS,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
clld-wals,CLLD-WALS,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
clld-wold,CLLD-WOLD,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.84
cornetto,Cornetto1.2,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
dbnary,dbnary,http://kaiko.getalp.org/sparql,[],False,1,0.2,1,0.56,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.38
dbpedia-abstract-corpus,DBpedia abstract corpus,,"['http://downloads.dbpedia.org/2015-04/ext/nlp/abstracts/nl/leipzig_nl.ttl', 'http://downloads.dbpedia.org/2015-04/ext/nlp/abstracts/en/leipzig_en.ttl', 'http://downloads.dbpedia.org/2015-04/ext/nlp/abstracts/fr/leipzig_fr.ttl', 'http://downloads.dbpedia.org/2015-04/ext/nlp/abstracts/de/leipzig_de.ttl', 'http://downloads.dbpedia.org/2015-04/ext/nlp/abstracts/it/leipzig_it.ttl', 'http://downloads.dbpedia.org/2015-04/ext/nlp/abstracts/es/leipzig_es.ttl', 'http://downloads.dbpedia.org/2015-04/ext/nlp/abstracts/ja/leipzig_ja.ttl']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
dbpedia-spotlight-nif-ner-corpus,DBpedia Spotlight NIF NER Corpus,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
de-gaap-ontology-lexicon,de-gaap-ontology-lexicon,,[],True,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
emn,EMN,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
english-wordnet,English WordNet,,"['https://en-word.net/ttl/lemma/milk', 'https://en-word.net/static/english-wordnet-2019.ttl.gz', 'https://en-word.net/static/english-wordnet-2019.xml.gz']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
fiesta,FiESTA,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
galician-eurowordnet-lemon-lexicon-3-0,Galician EuroWordNet-lemon lexicon (3.0),,['https://github.com/martavillegas/EuroWordNetLemon/blob/master/glg-30-lmf.v2.xml.ttl?raw=true'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
gemet-annotated,gemet-annotated,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
geodomainwn,geodomainwn,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
germlex,Linked Old Germanic Dictionaries,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
getty-aat,Art & Architecture Thesaurus,http://vocab.getty.edu/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0,0.75,2.46
glottolog,Glottolog,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
gold,General Ontology of Linguistic Description,,[],True,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
greek-wordnet,Greek Wordnet,http://wordnet.okfn.gr:8890/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
gwa-ili,Global WordNet Association Interlingual Index,,['https://github.com/globalwordnet/ili/raw/master/ili.ttl'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
iate-rdf,IATE RDF,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
ids,Intercontinental Dictionary Series,http://mlode.nlp2rdf.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
ietflang,ietflang,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
iso-639-oasis,Published subjects for languages in ISO 639,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
isocat,ISOcat,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
isocat-metadata,ISOcat-metadata,,[],True,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
iwn,IWN,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
kore-50-nif-ner-corpus,KORE 50 NIF NER Corpus,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
