,F1-M,F1-D,F2a-M,F2b-M,F3-M,F4-M,F,A1-D,A1-M,A1.2,A2-M,A,I1-D,I1-M,I2,I3-D,I,R1.1,R1.2,R1.3-D,R1.3-M,R,FAIR
A2-M,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
A,"nan  CI=[nan, nan]","0.44 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.26 * CI=[0.01, 0.50]","0.36 ** CI=[nan, nan]","nan  CI=[nan, nan]","0.34 ** CI=[0.07, 0.57]","1.00 *** CI=[0.99, 1.00]","nan  CI=[nan, nan]","0.70 *** CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.32 ** CI=[-0.07, 0.62]","-0.05  CI=[nan, nan]","-0.05  CI=[-0.28, 0.17]","0.11  CI=[-0.23, 0.40]","0.13  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.32 ** CI=[nan, nan]","0.31 ** CI=[0.06, 0.52]","0.55 *** CI=[0.34, 0.70]"
I1-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
I1-M,"nan  CI=[nan, nan]","0.25 * CI=[nan, nan]","nan  CI=[nan, nan]","0.18  CI=[nan, nan]","-0.05  CI=[nan, nan]","nan  CI=[nan, nan]","0.17  CI=[nan, nan]","0.29 * CI=[nan, nan]","nan  CI=[nan, nan]","0.51 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.32 ** CI=[-0.07, 0.62]","nan  CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.39 *** CI=[nan, nan]","0.15  CI=[nan, nan]","0.60 *** CI=[nan, nan]","0.09  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.74 *** CI=[nan, nan]","0.50 *** CI=[0.30, 0.65]"
I2,"nan  CI=[nan, nan]","-0.02  CI=[nan, nan]","nan  CI=[nan, nan]","0.19  CI=[nan, nan]","-0.02  CI=[nan, nan]","nan  CI=[nan, nan]","0.17  CI=[nan, nan]","-0.05  CI=[nan, nan]","nan  CI=[nan, nan]","-0.03  CI=[nan, nan]","nan  CI=[nan, nan]","-0.05  CI=[nan, nan]","nan  CI=[nan, nan]","0.39 *** CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.06  CI=[nan, nan]","0.25 * CI=[nan, nan]","0.04  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.39 *** CI=[nan, nan]","0.29 * CI=[nan, nan]","0.19  CI=[nan, nan]"
I3-D,"nan  CI=[nan, nan]","0.09  CI=[nan, nan]","nan  CI=[nan, nan]","0.34 ** CI=[0.11, 0.55]","-0.12  CI=[nan, nan]","nan  CI=[nan, nan]","0.33 ** CI=[0.08, 0.56]","-0.07  CI=[-0.33, 0.16]","nan  CI=[nan, nan]","0.14  CI=[nan, nan]","nan  CI=[nan, nan]","-0.05  CI=[-0.28, 0.17]","nan  CI=[nan, nan]","0.15  CI=[nan, nan]","0.06  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.88 *** CI=[0.75, 0.96]","-0.03  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.15  CI=[nan, nan]","0.08  CI=[-0.08, 0.25]","0.50 *** CI=[0.29, 0.66]"
I,"nan  CI=[nan, nan]","0.19  CI=[nan, nan]","nan  CI=[nan, nan]","0.36 ** CI=[0.12, 0.58]","-0.12  CI=[nan, nan]","nan  CI=[nan, nan]","0.35 ** CI=[0.09, 0.57]","0.08  CI=[-0.23, 0.37]","nan  CI=[nan, nan]","0.35 ** CI=[nan, nan]","nan  CI=[nan, nan]","0.11  CI=[-0.23, 0.40]","nan  CI=[nan, nan]","0.60 *** CI=[nan, nan]","0.25 * CI=[nan, nan]","0.88 *** CI=[0.75, 0.96]","1.00 *** CI=[1.00, 1.00]","0.02  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.60 *** CI=[nan, nan]","0.42 *** CI=[0.10, 0.66]","0.64 *** CI=[0.43, 0.79]"
R1.1,"nan  CI=[nan, nan]","0.05  CI=[nan, nan]","nan  CI=[nan, nan]","0.54 *** CI=[nan, nan]","0.05  CI=[nan, nan]","nan  CI=[nan, nan]","0.53 *** CI=[nan, nan]","0.13  CI=[nan, nan]","nan  CI=[nan, nan]","0.08  CI=[nan, nan]","nan  CI=[nan, nan]","0.13  CI=[nan, nan]","nan  CI=[nan, nan]","0.09  CI=[nan, nan]","0.04  CI=[nan, nan]","-0.03  CI=[nan, nan]","0.02  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.09  CI=[nan, nan]","0.74 *** CI=[nan, nan]","0.51 *** CI=[nan, nan]"
R1.2,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-M,"nan  CI=[nan, nan]","0.25 * CI=[nan, nan]","nan  CI=[nan, nan]","0.18  CI=[nan, nan]","-0.05  CI=[nan, nan]","nan  CI=[nan, nan]","0.17  CI=[nan, nan]","0.29 * CI=[nan, nan]","nan  CI=[nan, nan]","0.51 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.32 ** CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.39 *** CI=[nan, nan]","0.15  CI=[nan, nan]","0.60 *** CI=[nan, nan]","0.09  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.74 *** CI=[nan, nan]","0.50 *** CI=[0.30, 0.65]"
R,"nan  CI=[nan, nan]","0.20  CI=[nan, nan]","nan  CI=[nan, nan]","0.49 *** CI=[0.21, 0.70]","0.00  CI=[nan, nan]","nan  CI=[nan, nan]","0.48 *** CI=[0.17, 0.68]","0.28 * CI=[0.03, 0.47]","nan  CI=[nan, nan]","0.40 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.31 ** CI=[0.06, 0.52]","nan  CI=[nan, nan]","0.74 *** CI=[nan, nan]","0.29 * CI=[nan, nan]","0.08  CI=[-0.08, 0.25]","0.42 *** CI=[0.10, 0.66]","0.74 *** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.74 *** CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.68 *** CI=[0.52, 0.80]"
FAIR,"nan  CI=[nan, nan]","0.30 * CI=[nan, nan]","nan  CI=[nan, nan]","0.81 *** CI=[0.63, 0.94]","0.23  CI=[nan, nan]","nan  CI=[nan, nan]","0.84 *** CI=[0.67, 0.95]","0.53 *** CI=[0.35, 0.69]","nan  CI=[nan, nan]","0.46 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.55 *** CI=[0.34, 0.70]","nan  CI=[nan, nan]","0.50 *** CI=[0.30, 0.65]","0.19  CI=[nan, nan]","0.50 *** CI=[0.29, 0.66]","0.64 *** CI=[0.43, 0.79]","0.51 *** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.50 *** CI=[0.30, 0.65]","0.68 *** CI=[0.52, 0.80]","1.00 *** CI=[1.00, 1.00]"
