,F1-M,F1-D,F2a-M,F2b-M,F3-M,F4-M,F,A1-D,A1-M,A1.2,A2-M,A,I1-D,I1-M,I2,I3-D,I,R1.1,R1.2,R1.3-D,R1.3-M,R,FAIR
A2-M,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
A,"nan  CI=[nan, nan]","0.60 *** CI=[0.42, 0.75]","nan  CI=[nan, nan]","0.17 * CI=[0.01, 0.32]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.38 *** CI=[0.22, 0.51]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.71 *** CI=[0.55, 0.83]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.46 *** CI=[0.23, 0.66]","0.05  CI=[nan, nan]","-0.06  CI=[nan, nan]","0.38 *** CI=[0.11, 0.61]","0.21 * CI=[0.09, 0.30]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.46 *** CI=[0.22, 0.65]","0.35 *** CI=[0.19, 0.50]","0.57 *** CI=[0.46, 0.67]"
I1-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
I1-M,"nan  CI=[nan, nan]","0.54 *** CI=[0.22, 0.77]","nan  CI=[nan, nan]","0.16 * CI=[0.01, 0.31]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.31 *** CI=[0.13, 0.46]","0.43 *** CI=[0.20, 0.61]","nan  CI=[nan, nan]","0.61 *** CI=[0.35, 0.83]","nan  CI=[nan, nan]","0.46 *** CI=[0.23, 0.66]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.52 *** CI=[nan, nan]","0.04  CI=[nan, nan]","0.92 *** CI=[0.79, 1.00]","0.21 ** CI=[0.15, 0.27]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.57 *** CI=[0.44, 0.68]","0.50 *** CI=[0.39, 0.60]"
I2,"nan  CI=[nan, nan]","0.14  CI=[nan, nan]","nan  CI=[nan, nan]","0.18 * CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.24 ** CI=[nan, nan]","0.05  CI=[nan, nan]","nan  CI=[nan, nan]","0.11  CI=[nan, nan]","nan  CI=[nan, nan]","0.05  CI=[nan, nan]","nan  CI=[nan, nan]","0.52 *** CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.02  CI=[nan, nan]","0.51 *** CI=[nan, nan]","0.11  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.52 *** CI=[nan, nan]","0.30 *** CI=[nan, nan]","0.26 ** CI=[nan, nan]"
I3-D,"nan  CI=[nan, nan]","0.03  CI=[nan, nan]","nan  CI=[nan, nan]","0.08  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.09  CI=[nan, nan]","-0.07  CI=[nan, nan]","nan  CI=[nan, nan]","0.04  CI=[nan, nan]","nan  CI=[nan, nan]","-0.06  CI=[nan, nan]","nan  CI=[nan, nan]","0.04  CI=[nan, nan]","0.02  CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.44 *** CI=[nan, nan]","-0.09  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.04  CI=[nan, nan]","-0.06  CI=[nan, nan]","0.10  CI=[nan, nan]"
I,"nan  CI=[nan, nan]","0.49 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.18 * CI=[-0.00, 0.32]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.32 *** CI=[0.13, 0.47]","0.35 *** CI=[0.09, 0.58]","nan  CI=[nan, nan]","0.56 *** CI=[0.31, 0.76]","nan  CI=[nan, nan]","0.38 *** CI=[0.11, 0.61]","nan  CI=[nan, nan]","0.92 *** CI=[0.79, 1.00]","0.51 *** CI=[nan, nan]","0.44 *** CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.15  CI=[0.06, 0.24]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.92 *** CI=[0.80, 1.00]","0.49 *** CI=[0.31, 0.63]","0.49 *** CI=[0.34, 0.61]"
R1.1,"nan  CI=[nan, nan]","0.09  CI=[nan, nan]","nan  CI=[nan, nan]","0.55 *** CI=[0.45, 0.64]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.53 *** CI=[0.42, 0.63]","0.21 ** CI=[0.09, 0.31]","nan  CI=[nan, nan]","0.13  CI=[0.01, 0.22]","nan  CI=[nan, nan]","0.21 * CI=[0.09, 0.30]","nan  CI=[nan, nan]","0.21 ** CI=[0.15, 0.27]","0.11  CI=[nan, nan]","-0.09  CI=[nan, nan]","0.15  CI=[0.06, 0.24]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.21 ** CI=[0.14, 0.27]","0.92 *** CI=[0.87, 0.96]","0.76 *** CI=[0.67, 0.82]"
R1.2,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-M,"nan  CI=[nan, nan]","0.54 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.16 * CI=[0.01, 0.31]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.31 *** CI=[0.13, 0.45]","0.43 *** CI=[0.21, 0.63]","nan  CI=[nan, nan]","0.61 *** CI=[0.35, 0.82]","nan  CI=[nan, nan]","0.46 *** CI=[0.22, 0.65]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.52 *** CI=[nan, nan]","0.04  CI=[nan, nan]","0.92 *** CI=[0.80, 1.00]","0.21 ** CI=[0.14, 0.27]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.57 *** CI=[0.45, 0.67]","0.50 *** CI=[0.37, 0.61]"
R,"nan  CI=[nan, nan]","0.29 *** CI=[0.07, 0.46]","nan  CI=[nan, nan]","0.53 *** CI=[0.42, 0.63]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.57 *** CI=[0.45, 0.68]","0.35 *** CI=[0.20, 0.47]","nan  CI=[nan, nan]","0.35 *** CI=[0.15, 0.51]","nan  CI=[nan, nan]","0.35 *** CI=[0.19, 0.50]","nan  CI=[nan, nan]","0.57 *** CI=[0.44, 0.68]","0.30 *** CI=[nan, nan]","-0.06  CI=[nan, nan]","0.49 *** CI=[0.31, 0.63]","0.92 *** CI=[0.87, 0.96]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.57 *** CI=[0.45, 0.67]","1.00 *** CI=[1.00, 1.00]","0.84 *** CI=[0.76, 0.89]"
FAIR,"nan  CI=[nan, nan]","0.38 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.76 *** CI=[0.65, 0.86]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.86 *** CI=[0.78, 0.92]","0.57 *** CI=[0.45, 0.67]","nan  CI=[nan, nan]","0.44 *** CI=[0.31, 0.55]","nan  CI=[nan, nan]","0.57 *** CI=[0.46, 0.67]","nan  CI=[nan, nan]","0.50 *** CI=[0.39, 0.60]","0.26 ** CI=[nan, nan]","0.10  CI=[nan, nan]","0.49 *** CI=[0.34, 0.61]","0.76 *** CI=[0.67, 0.82]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.50 *** CI=[0.37, 0.61]","0.84 *** CI=[0.76, 0.89]","1.00 *** CI=[1.00, 1.00]"
