KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
bio2rdf-hgnc,Bio2RDF::Hgnc,http://hgnc.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-homologene,Bio2RDF::Homologene,http://homologene.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-interpro,Bio2RDF::Interpro,http://interpro.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-iproclass,Bio2RDF::Iproclass,http://iproclass.bio2rdf.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
bio2rdf-irefindex,Bio2RDF::Irefindex,http://irefindex.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-lsr,Bio2RDF::Lsr,http://lsr.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-mesh,Bio2RDF::Mesh,http://mesh.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-mgi,Bio2RDF::Mgi,http://mgi.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-ncbigene,Bio2RDF::Ncbigene,http://ncbigene.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-ndc,Bio2RDF::Ndc,http://ndc.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-omim,Bio2RDF::Omim,http://omim.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-orphanet,Bio2RDF::Orphanet,http://orphanet.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-pharmgkb,Bio2RDF::Pharmgkb,http://pharmgkb.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-pubmed,Bio2RDF::Pubmed,http://pubmed.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-sabiork,Bio2RDF::Sabiork,http://sabiork.bio2rdf.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
bio2rdf-sgd,Bio2RDF::Sgd,http://sgd.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-sider,Bio2RDF::Sider,http://sider.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-taxonomy,Bio2RDF::Taxonomy,http://taxonomy.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
bio2rdf-wormbase,Bio2RDF::Wormbase,http://wormbase.bio2rdf.org/sparql,"['http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.uniprot.org/docs/humsavar.txt']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1,1.0,3.44
biolod-pdb,BioLOD for Protein Data Bank Japan,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
biomodels-rdf,BioModels RDF,https://www.ebi.ac.uk/rdf/services/biomodels/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
bioportal-aao,Amphibian gross anatomy,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-aba,ABA Adult Mouse Brain,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-acgt,Cancer Research and Management ACGT Master Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-adw,Animal natural history and life history,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-aeo,Anatomical Entity Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-aero,Adverse Event Reporting ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-air,AI/RHEUM,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-amino-acid,Amino Acid,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-apo,Ascomycete phenotype ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-atmo,African Traditional Medicine,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ato,Amphibian taxonomy,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bao,BioAssay Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-basic-vertebrate-gross-anatomy,Basic Vertebrate Anatomy,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bcgo,Breast Cancer Grading Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bdo,Bone Dysplasia Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bfo,Basic Formal Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bho,Bleeding History Phenotype,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bila,Bilateria anatomy,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-birnlex,BIRNLex,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bootstrep,Gene Regulation Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bp,BioPAX,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bro_x1,Biomedical Resource Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bspo,Spatial Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bt,BioTop,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-bto,BRENDA tissue / enzyme source,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-canco,Cancer Chemoprevention Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cao,CAO,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-carelex,CareLex,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cco,Cell Cycle Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cdao,Comparative Data Analysis Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-chebi,Chemical entities of biological interest,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-chem2bio2owl,Systems Chemical Biology/Chemogenomics,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cheminf,Chemical Information Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cl,Cell type,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-clo,Cell Line Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cmo,Clinical Measurement Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cno,Computational Neuroscience Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-co_wheat,Wheat trait,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cogat,Cognitive Atlas,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cogpo,Cognitive Paradigm Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cpt,Current Procedural Terminology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-csp,"CRISP Thesaurus, 2006",,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-cst,COSTART,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ctcae,Common Terminology Criteria for Adverse Events,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ctx,Cerebrotendinous xanthomatosis,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-dc_cl,Dendritic cell,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ddanat,Dictyostelium discoideum anatomy,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ddi,Ontology for Drug Discovery Investigations,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-diagnosticont,Diagnostic Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-dikb-evidence,DIKB-Evidence-Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-doid,Human disease ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ecg,Electrocardiography Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-efo,Experimental Factor Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ehda,"Human developmental anatomy, timed version",,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ehdaa,"Human developmental anatomy, abstract version",,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ehdaa2,"Human developmental anatomy, abstract version, v2",,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-envo,Environment Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-eo,Plant environmental conditions,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ep,Cardiac Electrophysiology Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-epileponto,Epilepsy,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ero,eagle-i research resource ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-ev,eVOC (Expressed Sequence Annotation for Humans),,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-exo,ExO,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-fao,Fungal gross anatomy,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-fbbi,Biological imaging methods,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-fbbt,Drosophila gross anatomy,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-fbcv,FlyBase Controlled Vocabulary,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-fbdv,Drosophila development,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-fbsp,Fly taxonomy,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-fda-meddevice,FDA Medical Devices (2010),,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-fhho,Family Health History Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-flu,Influenza Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-fma,Foundational Model of Anatomy,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-fypo,Fission Yeast Phenotype Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-geospecies,GeoSpecies Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
bioportal-gfo,General Formal Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
