,F1-M,F1-D,F2a-M,F2b-M,F3-M,F4-M,F,A1-D,A1-M,A1.2,A2-M,A,I1-D,I1-M,I2,I3-D,I,R1.1,R1.2,R1.3-D,R1.3-M,R,FAIR
A2-M,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
A,"nan  CI=[nan, nan]","0.46 *** CI=[0.30, 0.57]","nan  CI=[nan, nan]","0.30 *** CI=[0.19, 0.39]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.34 *** CI=[0.23, 0.44]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.65 *** CI=[0.52, 0.75]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.60 *** CI=[0.46, 0.72]","0.30 *** CI=[nan, nan]","-0.10  CI=[-0.22, 0.01]","0.14 * CI=[-0.03, 0.31]","0.11  CI=[0.01, 0.19]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.60 *** CI=[0.46, 0.72]","0.32 *** CI=[0.18, 0.44]","0.39 *** CI=[0.27, 0.49]"
I1-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
I1-M,"nan  CI=[nan, nan]","0.61 *** CI=[0.37, 0.80]","nan  CI=[nan, nan]","0.23 *** CI=[0.11, 0.33]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.28 *** CI=[0.15, 0.39]","0.58 *** CI=[0.44, 0.70]","nan  CI=[nan, nan]","0.82 *** CI=[0.66, 0.95]","nan  CI=[nan, nan]","0.60 *** CI=[0.46, 0.72]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.46 *** CI=[nan, nan]","0.10  CI=[0.03, 0.16]","0.48 *** CI=[0.37, 0.56]","0.13 * CI=[0.10, 0.16]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.50 *** CI=[0.38, 0.58]","0.40 *** CI=[0.32, 0.49]"
I2,"nan  CI=[nan, nan]","0.48 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.20 *** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.19 *** CI=[nan, nan]","0.29 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.46 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.30 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.46 *** CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.06  CI=[nan, nan]","0.24 *** CI=[nan, nan]","0.06  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.46 *** CI=[nan, nan]","0.23 *** CI=[nan, nan]","0.19 *** CI=[nan, nan]"
I3-D,"nan  CI=[nan, nan]","0.09  CI=[0.06, 0.12]","nan  CI=[nan, nan]","0.19 *** CI=[0.10, 0.28]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.20 *** CI=[0.10, 0.30]","-0.11 * CI=[-0.23, 0.00]","nan  CI=[nan, nan]","0.14 * CI=[0.10, 0.17]","nan  CI=[nan, nan]","-0.10  CI=[-0.22, 0.01]","nan  CI=[nan, nan]","0.10  CI=[0.03, 0.16]","0.06  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.92 *** CI=[0.89, 0.96]","-0.21 *** CI=[-0.28, -0.12]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.10  CI=[0.03, 0.16]","-0.14 ** CI=[-0.23, -0.06]","0.35 *** CI=[0.25, 0.43]"
I,"nan  CI=[nan, nan]","0.32 *** CI=[0.18, 0.42]","nan  CI=[nan, nan]","0.26 *** CI=[0.16, 0.36]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.28 *** CI=[0.17, 0.38]","0.12 * CI=[-0.06, 0.28]","nan  CI=[nan, nan]","0.43 *** CI=[0.30, 0.53]","nan  CI=[nan, nan]","0.14 * CI=[-0.03, 0.31]","nan  CI=[nan, nan]","0.48 *** CI=[0.37, 0.56]","0.24 *** CI=[nan, nan]","0.92 *** CI=[0.89, 0.96]","1.00 *** CI=[1.00, 1.00]","-0.13 * CI=[-0.21, -0.05]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.48 *** CI=[0.36, 0.57]","0.06  CI=[-0.07, 0.19]","0.46 *** CI=[0.36, 0.55]"
R1.1,"nan  CI=[nan, nan]","0.09  CI=[0.06, 0.12]","nan  CI=[nan, nan]","0.67 *** CI=[0.60, 0.73]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.67 *** CI=[0.60, 0.73]","0.10  CI=[0.01, 0.19]","nan  CI=[nan, nan]","0.13 * CI=[0.10, 0.16]","nan  CI=[nan, nan]","0.11  CI=[0.01, 0.19]","nan  CI=[nan, nan]","0.13 * CI=[0.10, 0.16]","0.06  CI=[nan, nan]","-0.21 *** CI=[-0.28, -0.12]","-0.13 * CI=[-0.21, -0.05]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.13 * CI=[0.10, 0.17]","0.93 *** CI=[0.89, 0.96]","0.69 *** CI=[0.62, 0.74]"
R1.2,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-M,"nan  CI=[nan, nan]","0.61 *** CI=[0.38, 0.80]","nan  CI=[nan, nan]","0.23 *** CI=[0.11, 0.34]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.28 *** CI=[0.15, 0.39]","0.58 *** CI=[0.45, 0.70]","nan  CI=[nan, nan]","0.82 *** CI=[0.67, 0.94]","nan  CI=[nan, nan]","0.60 *** CI=[0.46, 0.72]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.46 *** CI=[nan, nan]","0.10  CI=[0.03, 0.16]","0.48 *** CI=[0.36, 0.57]","0.13 * CI=[0.10, 0.17]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.50 *** CI=[0.39, 0.58]","0.40 *** CI=[0.31, 0.48]"
R,"nan  CI=[nan, nan]","0.31 *** CI=[0.19, 0.42]","nan  CI=[nan, nan]","0.67 *** CI=[0.59, 0.75]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.69 *** CI=[0.61, 0.75]","0.31 *** CI=[0.18, 0.42]","nan  CI=[nan, nan]","0.43 *** CI=[0.31, 0.53]","nan  CI=[nan, nan]","0.32 *** CI=[0.18, 0.44]","nan  CI=[nan, nan]","0.50 *** CI=[0.38, 0.58]","0.23 *** CI=[nan, nan]","-0.14 ** CI=[-0.23, -0.06]","0.06  CI=[-0.07, 0.19]","0.93 *** CI=[0.89, 0.96]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.50 *** CI=[0.39, 0.58]","1.00 *** CI=[1.00, 1.00]","0.76 *** CI=[0.70, 0.80]"
FAIR,"nan  CI=[nan, nan]","0.29 *** CI=[0.19, 0.37]","nan  CI=[nan, nan]","0.91 *** CI=[0.87, 0.94]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.92 *** CI=[0.88, 0.95]","0.38 *** CI=[0.28, 0.49]","nan  CI=[nan, nan]","0.40 *** CI=[0.32, 0.49]","nan  CI=[nan, nan]","0.39 *** CI=[0.27, 0.49]","nan  CI=[nan, nan]","0.40 *** CI=[0.32, 0.49]","0.19 *** CI=[nan, nan]","0.35 *** CI=[0.25, 0.43]","0.46 *** CI=[0.36, 0.55]","0.69 *** CI=[0.62, 0.74]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.40 *** CI=[0.31, 0.48]","0.76 *** CI=[0.70, 0.80]","1.00 *** CI=[1.00, 1.00]"
