,F1-M,F1-D,F2a-M,F2b-M,F3-M,F4-M,F,A1-D,A1-M,A1.2,A2-M,A,I1-D,I1-M,I2,I3-D,I,R1.1,R1.2,R1.3-D,R1.3-M,R,FAIR
I1-M,"nan  CI=[nan, nan]","0.61 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.21 *** CI=[0.08, 0.32]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.24 *** CI=[0.11, 0.36]","0.56 *** CI=[0.41, 0.69]","nan  CI=[nan, nan]","0.80 *** CI=[0.63, 0.94]","nan  CI=[nan, nan]","0.58 *** CI=[0.44, 0.70]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.42 *** CI=[nan, nan]","0.06  CI=[-0.03, 0.13]","0.43 *** CI=[0.31, 0.52]","0.12 * CI=[0.09, 0.15]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.48 *** CI=[0.36, 0.57]","0.38 *** CI=[0.29, 0.46]"
I2,"nan  CI=[nan, nan]","0.60 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.17 ** CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.17 ** CI=[nan, nan]","0.26 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.42 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.27 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.42 *** CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.06  CI=[nan, nan]","0.21 *** CI=[nan, nan]","0.05  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.42 *** CI=[nan, nan]","0.20 *** CI=[nan, nan]","0.17 ** CI=[nan, nan]"
I3-D,"nan  CI=[nan, nan]","0.04  CI=[-0.06, 0.11]","nan  CI=[nan, nan]","0.19 *** CI=[0.10, 0.28]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.18 ** CI=[0.09, 0.27]","-0.16 ** CI=[-0.29, -0.04]","nan  CI=[nan, nan]","0.10  CI=[0.02, 0.15]","nan  CI=[nan, nan]","-0.16 ** CI=[-0.27, -0.03]","nan  CI=[nan, nan]","0.06  CI=[-0.03, 0.13]","0.06  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.93 *** CI=[0.89, 0.96]","-0.23 *** CI=[-0.30, -0.14]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.06  CI=[-0.03, 0.14]","-0.18 ** CI=[-0.26, -0.09]","0.31 *** CI=[0.22, 0.41]"
I,"nan  CI=[nan, nan]","0.26 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.25 *** CI=[0.15, 0.35]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.25 *** CI=[0.14, 0.35]","0.06  CI=[-0.12, 0.23]","nan  CI=[nan, nan]","0.38 *** CI=[0.23, 0.49]","nan  CI=[nan, nan]","0.07  CI=[-0.10, 0.23]","nan  CI=[nan, nan]","0.43 *** CI=[0.31, 0.52]","0.21 *** CI=[nan, nan]","0.93 *** CI=[0.89, 0.96]","1.00 *** CI=[1.00, 1.00]","-0.16 ** CI=[-0.24, -0.08]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.43 *** CI=[0.31, 0.53]","0.02  CI=[-0.11, 0.14]","0.43 *** CI=[0.32, 0.52]"
R1.1,"nan  CI=[nan, nan]","0.09  CI=[0.05, 0.11]","nan  CI=[nan, nan]","0.69 *** CI=[0.63, 0.75]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.69 *** CI=[0.63, 0.75]","0.17 ** CI=[0.10, 0.22]","nan  CI=[nan, nan]","0.12 * CI=[0.09, 0.16]","nan  CI=[nan, nan]","0.17 ** CI=[0.10, 0.22]","nan  CI=[nan, nan]","0.12 * CI=[0.09, 0.15]","0.05  CI=[nan, nan]","-0.23 *** CI=[-0.30, -0.14]","-0.16 ** CI=[-0.24, -0.08]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.12 * CI=[0.09, 0.16]","0.93 *** CI=[0.89, 0.96]","0.70 *** CI=[0.64, 0.75]"
R1.2,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-M,"nan  CI=[nan, nan]","0.61 *** CI=[0.37, 0.80]","nan  CI=[nan, nan]","0.21 *** CI=[0.09, 0.33]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.24 *** CI=[0.11, 0.36]","0.56 *** CI=[0.41, 0.69]","nan  CI=[nan, nan]","0.80 *** CI=[0.62, 0.93]","nan  CI=[nan, nan]","0.58 *** CI=[0.43, 0.70]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.42 *** CI=[nan, nan]","0.06  CI=[-0.03, 0.14]","0.43 *** CI=[0.31, 0.53]","0.12 * CI=[0.09, 0.16]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.48 *** CI=[0.36, 0.57]","0.38 *** CI=[0.29, 0.46]"
R,"nan  CI=[nan, nan]","0.30 *** CI=[0.17, 0.41]","nan  CI=[nan, nan]","0.69 *** CI=[0.62, 0.76]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.70 *** CI=[0.63, 0.77]","0.36 *** CI=[0.25, 0.45]","nan  CI=[nan, nan]","0.41 *** CI=[0.29, 0.51]","nan  CI=[nan, nan]","0.36 *** CI=[0.26, 0.46]","nan  CI=[nan, nan]","0.48 *** CI=[0.36, 0.57]","0.20 *** CI=[nan, nan]","-0.18 ** CI=[-0.26, -0.09]","0.02  CI=[-0.11, 0.14]","0.93 *** CI=[0.89, 0.96]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.48 *** CI=[0.36, 0.57]","1.00 *** CI=[1.00, 1.00]","0.76 *** CI=[0.71, 0.81]"
FAIR,"nan  CI=[nan, nan]","0.27 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.91 *** CI=[0.87, 0.95]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.92 *** CI=[0.89, 0.96]","0.40 *** CI=[0.28, 0.50]","nan  CI=[nan, nan]","0.38 *** CI=[0.28, 0.46]","nan  CI=[nan, nan]","0.41 *** CI=[0.28, 0.50]","nan  CI=[nan, nan]","0.38 *** CI=[0.29, 0.46]","0.17 ** CI=[nan, nan]","0.31 *** CI=[0.22, 0.41]","0.43 *** CI=[0.32, 0.52]","0.70 *** CI=[0.64, 0.75]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.38 *** CI=[0.29, 0.46]","0.76 *** CI=[0.71, 0.81]","1.00 *** CI=[1.00, 1.00]"
