,F1-M,F1-D,F2a-M,F2b-M,F3-M,F4-M,F,A1-D,A1-M,A1.2,A2-M,A,I1-D,I1-M,I2,I3-D,I,R1.1,R1.2,R1.3-D,R1.3-M,R,FAIR
A2-M,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
A,"nan  CI=[nan, nan]","0.52 *** CI=[0.35, 0.64]","nan  CI=[nan, nan]","0.26 *** CI=[0.12, 0.38]","-0.03  CI=[nan, nan]","nan  CI=[nan, nan]","0.41 *** CI=[0.26, 0.53]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.73 *** CI=[0.61, 0.83]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.62 *** CI=[0.46, 0.74]","0.29 *** CI=[nan, nan]","-0.14 * CI=[nan, nan]","0.50 *** CI=[0.28, 0.67]","0.22 ** CI=[0.12, 0.30]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.62 *** CI=[0.46, 0.74]","0.44 *** CI=[0.30, 0.56]","0.61 *** CI=[0.49, 0.70]"
I1-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
I1-M,"nan  CI=[nan, nan]","0.44 *** CI=[0.20, 0.65]","nan  CI=[nan, nan]","0.20 ** CI=[0.07, 0.33]","-0.02  CI=[nan, nan]","nan  CI=[nan, nan]","0.31 *** CI=[0.16, 0.44]","0.59 *** CI=[0.43, 0.73]","nan  CI=[nan, nan]","0.72 *** CI=[0.54, 0.87]","nan  CI=[nan, nan]","0.62 *** CI=[0.46, 0.74]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.51 *** CI=[nan, nan]","-0.05  CI=[nan, nan]","0.90 *** CI=[0.79, 0.97]","0.22 ** CI=[0.17, 0.27]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.61 *** CI=[0.50, 0.70]","0.55 *** CI=[0.44, 0.63]"
I2,"nan  CI=[nan, nan]","0.22 ** CI=[nan, nan]","nan  CI=[nan, nan]","0.27 *** CI=[nan, nan]","-0.01  CI=[nan, nan]","nan  CI=[nan, nan]","0.28 *** CI=[nan, nan]","0.28 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.24 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.29 *** CI=[nan, nan]","nan  CI=[nan, nan]","0.51 *** CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.03  CI=[nan, nan]","0.52 *** CI=[nan, nan]","0.11  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.51 *** CI=[nan, nan]","0.31 *** CI=[nan, nan]","0.29 *** CI=[0.16, 0.39]"
I3-D,"nan  CI=[nan, nan]","0.04  CI=[nan, nan]","nan  CI=[nan, nan]","0.02  CI=[nan, nan]","0.01  CI=[nan, nan]","nan  CI=[nan, nan]","0.03  CI=[nan, nan]","-0.16 * CI=[nan, nan]","nan  CI=[nan, nan]","0.05  CI=[nan, nan]","nan  CI=[nan, nan]","-0.14 * CI=[nan, nan]","nan  CI=[nan, nan]","-0.05  CI=[nan, nan]","0.03  CI=[nan, nan]","1.00 *** CI=[nan, nan]","0.39 *** CI=[nan, nan]","-0.10  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","-0.05  CI=[nan, nan]","-0.11  CI=[nan, nan]","-0.01  CI=[nan, nan]"
I,"nan  CI=[nan, nan]","0.42 *** CI=[0.20, 0.62]","nan  CI=[nan, nan]","0.20 ** CI=[0.07, 0.32]","-0.02  CI=[nan, nan]","nan  CI=[nan, nan]","0.31 *** CI=[0.17, 0.45]","0.47 *** CI=[0.26, 0.66]","nan  CI=[nan, nan]","0.68 *** CI=[0.50, 0.84]","nan  CI=[nan, nan]","0.50 *** CI=[0.28, 0.67]","nan  CI=[nan, nan]","0.90 *** CI=[0.79, 0.97]","0.52 *** CI=[nan, nan]","0.39 *** CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.16 * CI=[0.08, 0.23]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.90 *** CI=[0.79, 0.98]","0.51 *** CI=[0.35, 0.64]","0.50 *** CI=[0.37, 0.60]"
R1.1,"nan  CI=[nan, nan]","0.15 * CI=[0.09, 0.19]","nan  CI=[nan, nan]","0.79 *** CI=[0.73, 0.83]","0.05  CI=[nan, nan]","nan  CI=[nan, nan]","0.79 *** CI=[0.73, 0.84]","0.22 ** CI=[0.12, 0.31]","nan  CI=[nan, nan]","0.21 ** CI=[0.16, 0.26]","nan  CI=[nan, nan]","0.22 ** CI=[0.12, 0.30]","nan  CI=[nan, nan]","0.22 ** CI=[0.17, 0.27]","0.11  CI=[nan, nan]","-0.10  CI=[nan, nan]","0.16 * CI=[0.08, 0.23]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.22 ** CI=[0.17, 0.27]","0.91 *** CI=[0.86, 0.95]","0.81 *** CI=[0.76, 0.85]"
R1.2,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-M,"nan  CI=[nan, nan]","0.44 *** CI=[0.20, 0.65]","nan  CI=[nan, nan]","0.20 ** CI=[0.06, 0.33]","-0.02  CI=[nan, nan]","nan  CI=[nan, nan]","0.31 *** CI=[0.16, 0.45]","0.59 *** CI=[0.42, 0.71]","nan  CI=[nan, nan]","0.72 *** CI=[0.54, 0.87]","nan  CI=[nan, nan]","0.62 *** CI=[0.46, 0.74]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.51 *** CI=[nan, nan]","-0.05  CI=[nan, nan]","0.90 *** CI=[0.79, 0.98]","0.22 ** CI=[0.17, 0.27]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.61 *** CI=[0.50, 0.70]","0.55 *** CI=[0.43, 0.64]"
R,"nan  CI=[nan, nan]","0.31 *** CI=[0.19, 0.42]","nan  CI=[nan, nan]","0.72 *** CI=[0.62, 0.81]","0.03  CI=[nan, nan]","nan  CI=[nan, nan]","0.77 *** CI=[0.68, 0.84]","0.43 *** CI=[0.29, 0.55]","nan  CI=[nan, nan]","0.48 *** CI=[0.36, 0.58]","nan  CI=[nan, nan]","0.44 *** CI=[0.30, 0.56]","nan  CI=[nan, nan]","0.61 *** CI=[0.50, 0.70]","0.31 *** CI=[nan, nan]","-0.11  CI=[nan, nan]","0.51 *** CI=[0.35, 0.64]","0.91 *** CI=[0.86, 0.95]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.61 *** CI=[0.50, 0.70]","1.00 *** CI=[1.00, 1.00]","0.90 *** CI=[0.86, 0.92]"
FAIR,"nan  CI=[nan, nan]","0.37 *** CI=[0.25, 0.47]","nan  CI=[nan, nan]","0.84 *** CI=[0.75, 0.90]","0.08  CI=[nan, nan]","nan  CI=[nan, nan]","0.90 *** CI=[0.83, 0.95]","0.60 *** CI=[0.49, 0.69]","nan  CI=[nan, nan]","0.52 *** CI=[0.41, 0.61]","nan  CI=[nan, nan]","0.61 *** CI=[0.49, 0.70]","nan  CI=[nan, nan]","0.55 *** CI=[0.44, 0.63]","0.29 *** CI=[0.16, 0.39]","-0.01  CI=[nan, nan]","0.50 *** CI=[0.37, 0.60]","0.81 *** CI=[0.76, 0.85]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.55 *** CI=[0.43, 0.64]","0.90 *** CI=[0.86, 0.92]","1.00 *** CI=[1.00, 1.00]"
