,F1-M,F1-D,F2a-M,F2b-M,F3-M,F4-M,F,A1-D,A1-M,A1.2,A2-M,A,I1-D,I1-M,I2,I3-D,I,R1.1,R1.2,R1.3-D,R1.3-M,R,FAIR
A2-M,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
A,"nan  CI=[nan, nan]","0.46 *** CI=[0.41, 0.51]","nan  CI=[nan, nan]","0.33 *** CI=[0.28, 0.38]","0.15 *** CI=[0.09, 0.21]","nan  CI=[nan, nan]","0.41 *** CI=[0.36, 0.45]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.74 *** CI=[0.70, 0.78]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","0.62 *** CI=[0.56, 0.67]","0.39 *** CI=[0.33, 0.45]","-0.04  CI=[-0.09, 0.01]","0.42 *** CI=[0.34, 0.49]","0.19 *** CI=[0.15, 0.21]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.62 *** CI=[0.56, 0.68]","0.48 *** CI=[0.44, 0.53]","0.61 *** CI=[0.57, 0.65]"
I1-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
I1-M,"nan  CI=[nan, nan]","0.43 *** CI=[0.35, 0.51]","nan  CI=[nan, nan]","0.22 *** CI=[0.16, 0.27]","0.09 *** CI=[0.01, 0.18]","nan  CI=[nan, nan]","0.27 *** CI=[0.21, 0.32]","0.58 *** CI=[0.52, 0.63]","nan  CI=[nan, nan]","0.80 *** CI=[0.74, 0.85]","nan  CI=[nan, nan]","0.62 *** CI=[0.56, 0.67]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.59 *** CI=[0.53, 0.66]","0.09 *** CI=[0.06, 0.11]","0.77 *** CI=[0.74, 0.81]","0.16 *** CI=[0.14, 0.18]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.68 *** CI=[0.64, 0.71]","0.55 *** CI=[0.52, 0.59]"
I2,"nan  CI=[nan, nan]","0.29 *** CI=[0.17, 0.40]","nan  CI=[nan, nan]","0.29 *** CI=[0.25, 0.32]","0.10 *** CI=[-0.02, 0.22]","nan  CI=[nan, nan]","0.29 *** CI=[0.25, 0.33]","0.37 *** CI=[0.30, 0.43]","nan  CI=[nan, nan]","0.52 *** CI=[0.45, 0.60]","nan  CI=[nan, nan]","0.39 *** CI=[0.33, 0.45]","nan  CI=[nan, nan]","0.59 *** CI=[0.53, 0.66]","1.00 *** CI=[1.00, 1.00]","0.06 * CI=[0.05, 0.07]","0.50 *** CI=[0.45, 0.55]","0.10 *** CI=[0.08, 0.11]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.59 *** CI=[0.53, 0.65]","0.40 *** CI=[0.36, 0.45]","0.34 *** CI=[0.30, 0.38]"
I3-D,"nan  CI=[nan, nan]","0.05  CI=[0.02, 0.07]","nan  CI=[nan, nan]","0.22 *** CI=[0.18, 0.26]","0.00  CI=[-0.06, 0.03]","nan  CI=[nan, nan]","0.22 *** CI=[0.17, 0.26]","-0.05  CI=[-0.10, 0.01]","nan  CI=[nan, nan]","0.09 *** CI=[0.07, 0.11]","nan  CI=[nan, nan]","-0.04  CI=[-0.09, 0.01]","nan  CI=[nan, nan]","0.09 *** CI=[0.06, 0.11]","0.06 * CI=[0.05, 0.07]","1.00 *** CI=[1.00, 1.00]","0.70 *** CI=[0.66, 0.74]","-0.06 * CI=[-0.10, -0.02]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.09 *** CI=[0.06, 0.11]","0.00  CI=[-0.03, 0.04]","0.29 *** CI=[0.24, 0.33]"
I,"nan  CI=[nan, nan]","0.35 *** CI=[0.27, 0.41]","nan  CI=[nan, nan]","0.30 *** CI=[0.26, 0.35]","0.07 ** CI=[-0.01, 0.14]","nan  CI=[nan, nan]","0.34 *** CI=[0.29, 0.38]","0.38 *** CI=[0.31, 0.45]","nan  CI=[nan, nan]","0.63 *** CI=[0.58, 0.68]","nan  CI=[nan, nan]","0.42 *** CI=[0.34, 0.49]","nan  CI=[nan, nan]","0.77 *** CI=[0.74, 0.81]","0.50 *** CI=[0.45, 0.55]","0.70 *** CI=[0.66, 0.74]","1.00 *** CI=[1.00, 1.00]","0.07 ** CI=[0.04, 0.11]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.77 *** CI=[0.74, 0.81]","0.49 *** CI=[0.43, 0.54]","0.58 *** CI=[0.54, 0.62]"
R1.1,"nan  CI=[nan, nan]","0.08 ** CI=[0.06, 0.10]","nan  CI=[nan, nan]","0.60 *** CI=[0.57, 0.64]","0.04  CI=[0.03, 0.05]","nan  CI=[nan, nan]","0.60 *** CI=[0.56, 0.63]","0.19 *** CI=[0.15, 0.21]","nan  CI=[nan, nan]","0.15 *** CI=[0.12, 0.17]","nan  CI=[nan, nan]","0.19 *** CI=[0.15, 0.21]","nan  CI=[nan, nan]","0.16 *** CI=[0.14, 0.18]","0.10 *** CI=[0.08, 0.11]","-0.06 * CI=[-0.10, -0.02]","0.07 ** CI=[0.04, 0.11]","1.00 *** CI=[1.00, 1.00]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.16 *** CI=[0.14, 0.18]","0.83 *** CI=[0.81, 0.86]","0.65 *** CI=[0.62, 0.68]"
R1.2,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-D,"nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","nan  CI=[nan, nan]"
R1.3-M,"nan  CI=[nan, nan]","0.43 *** CI=[0.35, 0.52]","nan  CI=[nan, nan]","0.22 *** CI=[0.16, 0.27]","0.09 *** CI=[0.00, 0.17]","nan  CI=[nan, nan]","0.27 *** CI=[0.21, 0.32]","0.58 *** CI=[0.52, 0.64]","nan  CI=[nan, nan]","0.80 *** CI=[0.74, 0.85]","nan  CI=[nan, nan]","0.62 *** CI=[0.56, 0.68]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.59 *** CI=[0.53, 0.65]","0.09 *** CI=[0.06, 0.11]","0.77 *** CI=[0.74, 0.81]","0.16 *** CI=[0.14, 0.18]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","1.00 *** CI=[1.00, 1.00]","0.68 *** CI=[0.64, 0.71]","0.55 *** CI=[0.52, 0.59]"
R,"nan  CI=[nan, nan]","0.31 *** CI=[0.25, 0.36]","nan  CI=[nan, nan]","0.57 *** CI=[0.52, 0.61]","0.08 ** CI=[0.03, 0.13]","nan  CI=[nan, nan]","0.60 *** CI=[0.55, 0.64]","0.46 *** CI=[0.42, 0.50]","nan  CI=[nan, nan]","0.55 *** CI=[0.51, 0.60]","nan  CI=[nan, nan]","0.48 *** CI=[0.44, 0.53]","nan  CI=[nan, nan]","0.68 *** CI=[0.64, 0.71]","0.40 *** CI=[0.36, 0.45]","0.00  CI=[-0.03, 0.04]","0.49 *** CI=[0.43, 0.54]","0.83 *** CI=[0.81, 0.86]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.68 *** CI=[0.64, 0.71]","1.00 *** CI=[1.00, 1.00]","0.80 *** CI=[0.78, 0.82]"
FAIR,"nan  CI=[nan, nan]","0.33 *** CI=[0.29, 0.37]","nan  CI=[nan, nan]","0.84 *** CI=[0.80, 0.86]","0.14 *** CI=[0.09, 0.17]","nan  CI=[nan, nan]","0.87 *** CI=[0.84, 0.89]","0.60 *** CI=[0.56, 0.64]","nan  CI=[nan, nan]","0.52 *** CI=[0.48, 0.56]","nan  CI=[nan, nan]","0.61 *** CI=[0.57, 0.65]","nan  CI=[nan, nan]","0.55 *** CI=[0.52, 0.59]","0.34 *** CI=[0.30, 0.38]","0.29 *** CI=[0.24, 0.33]","0.58 *** CI=[0.54, 0.62]","0.65 *** CI=[0.62, 0.68]","nan  CI=[nan, nan]","nan  CI=[nan, nan]","0.55 *** CI=[0.52, 0.59]","0.80 *** CI=[0.78, 0.82]","1.00 *** CI=[1.00, 1.00]"
