KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
dbpedia-fr,DBpedia in French,http://fr.dbpedia.org/sparql,"['http://fr.dbpedia.org/download/', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_article-templates_2022.03.01_article-templates_lang=fr_nested.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_mappingbased-literals_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_ontology-subclassof_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_categories_2022.03.01_categories_lang=fr_articles.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_mappingbased-objects-uncleaned_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_mappingbased-objects_2022.03.01_mappingbased-objects_lang=fr_disjointRange.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_page_2022.03.01_page_lang=fr_ids.ttl.bz2', 'http://fr.dbpedia.org/dumps/', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_infobox-property-definitions_2022.03.01_infobox-property-definitions_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_page_2022.03.01_page_lang=fr_length.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_geo-coordinates-mappingbased_2022.03.01_geo-coordinates-mappingbased_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_mappingbased-objects-uncleaned_2022.03.01_mappingbased-objects-uncleaned_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_categories_2022.03.01_categories_lang=fr_labels.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_external-links_2022.03.01_external-links_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_geo-coordinates_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_categories_2022.03.01_categories_lang=fr_skos.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_instance-types_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_article-templates_2022.03.01_article-templates_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_sameas-all-wikis_corrected_11_14_2022000001.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_commons-sameas-links_2022.03.01_commons-sameas-links_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_disambiguations_2022.03.01_disambiguations_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_homepages_2022.03.01_homepages_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_topical-concepts_2022.03.01_topical-concepts_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_text_long-abstracts_2022.03.01_long-abstracts_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_images_2022.03.01_images_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_redirects_2022.03.01_redirects_lang=fr_transitive.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_wikilinks_2022.03.01_wikilinks_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_instance-types_2022.03.01_instance-types_lang=fr_transitive.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_mappingbased-objects_2022.03.01_mappingbased-objects_lang=fr_disjointDomain.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_text_short-abstracts_2022.03.01_short-abstracts_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_infobox-properties_2022.03.01_infobox-properties_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_revisions_2022.03.01_revisions_lang=fr_ids.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_wikipedia-links_2022.03.01_wikipedia-links_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_mappingbased-literals_2022.03.01_mappingbased-literals_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_interlanguage-links_2022.03.01_interlanguage-links_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_redirects_2022.03.01_redirects_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_instance-types_2022.03.01_instance-types_lang=fr_specific.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_mappingbased-objects_2022.03.01_mappingbased-objects_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_labels_corrected_11_14_2022000001.ttl.gz', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_generic_revisions_2022.03.01_revisions_lang=fr_uris.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_mappings_specific-mappingbased-properties_2022.03.01_specific-mappingbased-properties_lang=fr.ttl.bz2', 'http://prod-dbpedia.inria.fr/dumps/lastUpdate/dbpedia_wikidata_sameas-external_corrected_11_14_2022000001.ttl.bz2']",False,1,0.6686,1,0.89,0,1,0.76,1.0,1,1.0,1,1.0,1,1,0.75,1,0.94,1,1,1,1,1.0,3.7
dbpedia-ja,DBpedia in Japanese,http://ja.dbpedia.org/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1,1.0,3.34
dbpedia-lite,dbpedia lite,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
dbpedia-nl,DBpedia in Dutch,http://nl.dbpedia.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
dbpedia-pt,DBpedia in Portuguese,http://pt.dbpedia.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
desaparecidos,Projeto Desaparecidos,http://desaparecidos.ice.ufjf.br/index.php/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
dnb-gemeinsame-normdatei,Gemeinsame Normdatei (GND),,"['https://data.dnb.de/opendata/authorities-gnd-geografikum_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-gnd-geografikum_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-gnd-geografikum_lds.ttl.gz', 'https://data.dnb.de/opendata/authorities-gnd-koerperschaft_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-gnd-koerperschaft_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-gnd-koerperschaft_lds.ttl.gz', 'https://data.dnb.de/opendata/authorities-gnd-kongress_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-gnd-kongress_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-gnd-person_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-gnd-person_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-gnd-person_lds.ttl.gz', 'https://data.dnb.de/opendata/authorities-gnd-sachbegriff_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-gnd-sachbegriff_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-gnd-sachbegriff_lds.ttl.gz', 'https://data.dnb.de/opendata/authorities-gnd-werk_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-gnd-werk_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-gnd-werk_lds.ttl.gz', 'https://data.dnb.de/opendata/authorities-gnd_lds.nt.gz', 'https://data.dnb.de/opendata/authorities-gnd_lds.hdt.gz']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
educationalprograms_sisvu,Educational programs - SISVU,http://kent.zpr.fer.hr:8080/educationalProgram/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
enipedia,Enipedia - Energy Industry Data,http://enipedia.tudelft.nl/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
europeana-sparql,Europeana SPARQL,http://europeana.ontotext.com/sparql,[],False,1,0.0,1,0.78,0,1,0.63,0.0,1,0.0,1,0.5,1,1,0.79,1,0.95,1,1,1,1,1.0,3.08
global-hunger-index-2011,Global Hunger Index (2011),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
hongse,gseg,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
imagesnippets,Imagesnippets Image Descriptions,http://www.imagesnippets.com/sparql/images,"['http://www.imagesnippets.com/dataset/imagesnippets.nt.gz', 'http://www.imagesnippets.com/dataset/imagesnippets.nq.gz']",False,1,1.0,1,0.67,0,1,0.78,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,3.03
iserve,iServe: Linked Services Registry,http://iserve.kmi.open.ac.uk/iserve/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0,0.75,2.48
KnowledgeFusion,Knowledge Forest,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
lak-dataset,Learning Analytics and Knowledge (LAK) Dataset,http://data.linkededucation.org/request/lak-conference/sparql,['http://lak.linkededucation.org/lak/LAK-DATASET-DUMP.nt.zip'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.63
linked-open-numbers,Linked Open Numbers,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
linked-open-vocabularies-lov,Linked Open Vocabularies (LOV),http://lov.okfn.org/endpoint/lov,[],False,1,0.0,1,0.67,0,1,0.61,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0,0.75,2.48
linklion,LinkLion - A Link Repository for the Web of Data,http://www.linklion.org:8890/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
manish,engineering equipment ontology,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0,0.75,2.07
meducator,mEducator: Linked Educational Resources,http://meducator.open.ac.uk/resourcesrestapi/rest/meducator/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0,0.75,2.48
muninn-world-war-i,Muninn World War I,http://rdf.muninn-project.org/sparql,"['http://rdf.muninn-project.org/Downloads/muninn-Dump-Latest.nq', 'http://rdf.muninn-project.org/Downloads/muninn-triples-latest.n3.gz']",False,1,0.0,1,0.89,0,1,0.65,1.0,1,1.0,1,1.0,1,1,0.42,1,0.86,1,1,1,1,1.0,3.51
museums-in-italy,Italian Museums,http://sparql.linkedopendata.it/musei,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
nobelprizes,Nobel Prizes,http://data.nobelprize.org/sparql,['http://data.nobelprize.org/dump.nt'],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.63
